,R1-F1,R1-F1,R1-F1,R1-F1,R1-F1,R1-F1,R2-F1,R2-F1,R2-F1,R2-F1,R2-F1,R2-F1,RL-F1,RL-F1,RL-F1,RL-F1,RL-F1,RL-F1,RLsum-F1,RLsum-F1,RLsum-F1,RLsum-F1,RLsum-F1,RLsum-F1
,1-2,1-3,1-4,2-3,2-4,3-4,1-2,1-3,1-4,2-3,2-4,3-4,1-2,1-3,1-4,2-3,2-4,3-4,1-2,1-3,1-4,2-3,2-4,3-4
paper_id,,,,,,,,,,,,,,,,,,,,,,,,
SP:7b6c5a2384a8f0f5d1da09a92691ec0b4eb36b94,0.27947598253275113,0.3171806167400881,0.273972602739726,0.32894736842105265,0.3055555555555556,0.28169014084507044,0.026431718061674006,0.05333333333333334,0.04608294930875577,0.05333333333333334,0.028169014084507043,0.05714285714285714,0.148471615720524,0.1409691629955947,0.1735159817351598,0.13157894736842102,0.13888888888888887,0.1830985915492958,0.148471615720524,0.1409691629955947,0.1735159817351598,0.13157894736842102,0.13888888888888887,0.1830985915492958
SP:7b83b7e230498a219c2f37f4b35f1ea9c89cc5a7,0.2761904761904762,0.36458333333333337,0.3253588516746411,0.32926829268292684,0.4088397790055248,0.46625766871165647,0.04807692307692308,0.05263157894736842,0.07729468599033817,0.09876543209876543,0.04469273743016759,0.19875776397515527,0.1904761904761905,0.21875000000000003,0.19138755980861244,0.1951219512195122,0.19889502762430936,0.3312883435582822,0.1904761904761905,0.21875000000000003,0.19138755980861244,0.1951219512195122,0.19889502762430936,0.3312883435582822
SP:7b93579cbf1d15262e1a5d7838ade8f8776e8570,0.31999999999999995,0.3409090909090909,0.3,0.2887323943661972,0.35365853658536583,0.24509803921568626,0.08053691275167785,0.04597701149425287,0.04587155963302752,0.042553191489361694,0.06134969325153375,0.009900990099009903,0.16666666666666663,0.1818181818181818,0.1818181818181818,0.176056338028169,0.1890243902439024,0.1568627450980392,0.16666666666666663,0.1818181818181818,0.1818181818181818,0.176056338028169,0.1890243902439024,0.1568627450980392
SP:7bc236446a7104e576d235f1120e82f20943fbf4,0.32,0.2745098039215686,0.46441947565543074,0.338235294117647,0.33165829145728637,0.32512315270935965,0.10101010101010101,0.0891089108910891,0.17358490566037735,0.0746268656716418,0.060913705583756333,0.059701492537313425,0.24,0.1764705882352941,0.23970037453183518,0.2058823529411765,0.18090452261306533,0.19704433497536944,0.24,0.1764705882352941,0.23970037453183518,0.2058823529411765,0.18090452261306533,0.19704433497536944
SP:7c02a5348854a24f228456a383a21bc9eacdb10f,0.3592814371257485,0.32727272727272727,0.3636363636363636,0.3684210526315789,0.4150943396226415,0.39999999999999997,0.03636363636363637,0.12269938650306748,0.14054054054054055,0.09574468085106384,0.12380952380952383,0.11538461538461538,0.19161676646706588,0.2181818181818182,0.2245989304812834,0.21052631578947367,0.24528301886792453,0.2380952380952381,0.19161676646706588,0.2181818181818182,0.2245989304812834,0.21052631578947367,0.24528301886792453,0.2380952380952381
SP:7c675258d83f07a074b7f068e8d068766c27a121,0.25365853658536586,0.38724373576309795,0.4091710758377425,0.41632653061224484,0.289544235924933,0.3482587064676617,0.07352941176470588,0.10526315789473684,0.08495575221238938,0.10699588477366254,0.053908355795148244,0.06499999999999999,0.15121951219512195,0.23690205011389523,0.1904761904761905,0.236734693877551,0.16621983914209112,0.18407960199004975,0.15121951219512195,0.23690205011389523,0.1904761904761905,0.236734693877551,0.16621983914209112,0.18407960199004975
SP:7c816f5d7501d988b2cf8d932b16a22222ab994e,0.3,0.3293172690763052,0.4324324324324325,0.25870646766169153,0.291970802919708,0.37168141592920356,0.10126582278481011,0.032388663967611336,0.13114754098360656,0.04020100502512563,0.1037037037037037,0.0625,0.18749999999999997,0.1606425702811245,0.2918918918918919,0.13930348258706468,0.2481751824817518,0.21238938053097345,0.18749999999999997,0.1606425702811245,0.2918918918918919,0.13930348258706468,0.2481751824817518,0.21238938053097345
SP:7ca145296ee55be6bd61ef496fff4389feea744f,0.3307086614173228,0.2543352601156069,0.3829787234042554,0.25757575757575757,0.3673469387755103,0.32124352331606215,0.064,0.011695906432748539,0.053763440860215055,0.015384615384615384,0.06896551724137931,0.06282722513089005,0.1889763779527559,0.11560693641618495,0.1914893617021277,0.1515151515151515,0.2040816326530612,0.17616580310880828,0.1889763779527559,0.11560693641618495,0.1914893617021277,0.1515151515151515,0.2040816326530612,0.17616580310880828
SP:7ccfbfa6b095dc3ec36ccb97e3c398b70b115e06,0.1732283464566929,0.19195046439628485,0.24615384615384617,0.35268817204301073,0.26470588235294124,0.25806451612903225,0.03174603174603174,0.024922118380062305,0.03125,0.05183585313174945,0.059259259259259255,0.0471976401179941,0.11811023622047245,0.1176470588235294,0.13846153846153847,0.15053763440860213,0.16176470588235292,0.15249266862170088,0.11811023622047245,0.1176470588235294,0.13846153846153847,0.15053763440860213,0.16176470588235292,0.15249266862170088
SP:7ce65cc7c85e7ca20a79eb344e5b85b3d2c0cd66,0.20512820512820515,0.17543859649122806,0.23430962343096232,0.3279445727482679,0.4000000000000001,0.3731656184486374,0.05181347150259068,0.011764705882352941,0.06751054852320676,0.046403712296983764,0.04878048780487805,0.042105263157894736,0.13333333333333333,0.09356725146198831,0.16736401673640167,0.14318706697459585,0.1878787878787879,0.1719077568134172,0.13333333333333333,0.09356725146198831,0.16736401673640167,0.14318706697459585,0.1878787878787879,0.1719077568134172
SP:7d36f315b961d426934fdaec152c5ec6bcd86c54,0.20477815699658702,0.34760705289672544,0.3418803418803419,0.30973451327433627,0.39999999999999997,0.4507042253521127,0.048109965635738834,0.0658227848101266,0.09169054441260745,0.05357142857142856,0.1348314606741573,0.11347517730496455,0.15017064846416384,0.17632241813602012,0.17663817663817663,0.20353982300884957,0.2555555555555556,0.24647887323943665,0.15017064846416384,0.17632241813602012,0.17663817663817663,0.20353982300884957,0.2555555555555556,0.24647887323943665
SP:7d4547b74906922bd24abf172e50485d67caffd2,0.30994152046783624,0.2569444444444444,0.31111111111111106,0.31363636363636366,0.27108433734939763,0.2589928057553957,0.04705882352941177,0.02097902097902098,0.056179775280898875,0.04566210045662101,0.04242424242424242,0.050724637681159424,0.18713450292397663,0.15277777777777776,0.14444444444444446,0.14545454545454545,0.14457831325301204,0.1510791366906475,0.18713450292397663,0.15277777777777776,0.14444444444444446,0.14545454545454545,0.14457831325301204,0.1510791366906475
SP:7db1647a8e860122a81917da15d6b132be8e35a1,0.29223744292237447,0.4195804195804196,0.2876254180602007,0.3043478260869565,0.38860103626943004,0.2967741935483871,0.0552995391705069,0.11347517730496454,0.08754208754208755,0.04385964912280701,0.10416666666666667,0.07142857142857142,0.1643835616438356,0.2937062937062937,0.18060200668896323,0.1391304347826087,0.21243523316062177,0.16774193548387095,0.1643835616438356,0.2937062937062937,0.18060200668896323,0.1391304347826087,0.21243523316062177,0.16774193548387095
SP:7df5387f0de3b9f313b6b36496f0c679a30d86e7,0.358974358974359,0.2613065326633166,0.29441624365482233,0.28048780487804875,0.30864197530864196,0.30120481927710846,0.08290155440414508,0.04060913705583756,0.07179487179487179,0.04938271604938271,0.05,0.07317073170731707,0.22564102564102564,0.1407035175879397,0.17258883248730966,0.18292682926829265,0.1851851851851852,0.2289156626506024,0.22564102564102564,0.1407035175879397,0.17258883248730966,0.18292682926829265,0.1851851851851852,0.2289156626506024
SP:7e1803eb46ff385588ae1bc67b2026872549d652,0.20994475138121546,0.41040462427745666,0.36936936936936937,0.1824561403508772,0.2360248447204969,0.3067484662576687,0.0111731843575419,0.10465116279069767,0.06363636363636363,0.02826855123674911,0.01257861635220126,0.04938271604938271,0.13259668508287292,0.2138728323699422,0.20720720720720723,0.0912280701754386,0.14906832298136646,0.15337423312883436,0.13259668508287292,0.2138728323699422,0.20720720720720723,0.0912280701754386,0.14906832298136646,0.15337423312883436
SP:7e8cc139f828c69c1a25cecafe2fd88dc798afdd,0.23204419889502764,0.18719211822660098,0.267379679144385,0.3409090909090909,0.435483870967742,0.38518518518518513,0.0111731843575419,0.029850746268656716,0.032432432432432434,0.053435114503816786,0.0975609756097561,0.07462686567164178,0.14364640883977903,0.12807881773399016,0.1711229946524064,0.196969696969697,0.24193548387096778,0.20740740740740743,0.14364640883977903,0.12807881773399016,0.1711229946524064,0.196969696969697,0.24193548387096778,0.20740740740740743
SP:7ecaa521c906012dc0bdee24471b6a6ccfd6bd3a,0.29896907216494845,0.3174603174603175,0.2625,0.29090909090909095,0.2647058823529412,0.33587786259541985,0.052083333333333336,0.010695187165775402,0.06329113924050632,0.0736196319018405,0.10447761194029852,0.0,0.15463917525773196,0.12698412698412698,0.1375,0.14545454545454548,0.22058823529411767,0.15267175572519084,0.15463917525773196,0.12698412698412698,0.1375,0.14545454545454548,0.22058823529411767,0.15267175572519084
SP:7ee0167a89b58077dbbf043afd11e30be68b9cf6,0.3220338983050848,0.24043715846994534,0.2589928057553957,0.2842639593908629,0.4444444444444445,0.28440366972477066,0.08620689655172414,0.03314917127071824,0.058394160583941604,0.05128205128205129,0.14569536423841062,0.02777777777777778,0.1864406779661017,0.10928961748633881,0.14388489208633093,0.21319796954314718,0.2875816993464052,0.21100917431192662,0.1864406779661017,0.10928961748633881,0.14388489208633093,0.21319796954314718,0.2875816993464052,0.21100917431192662
SP:7f160388affa492f33c54bd9dc7254765c2993d2,0.3794466403162055,0.36904761904761907,0.36024844720496896,0.27906976744186046,0.3076923076923077,0.35772357723577236,0.14342629482071714,0.0963855421686747,0.08805031446540881,0.06572769953051644,0.11650485436893203,0.06611570247933884,0.25296442687747034,0.2261904761904762,0.2360248447204969,0.20465116279069767,0.2403846153846154,0.2764227642276423,0.25296442687747034,0.2261904761904762,0.2360248447204969,0.20465116279069767,0.2403846153846154,0.2764227642276423
SP:7f173784629f216acbadf618af9441fed89748e9,0.4155844155844156,0.2948717948717949,0.3163841807909605,0.25,0.2303030303030303,0.28742514970059885,0.11842105263157895,0.03896103896103896,0.03428571428571428,0.07042253521126761,0.06134969325153374,0.048484848484848485,0.29870129870129875,0.16666666666666666,0.192090395480226,0.16666666666666666,0.1575757575757576,0.20359281437125748,0.29870129870129875,0.16666666666666666,0.192090395480226,0.16666666666666666,0.1575757575757576,0.20359281437125748
SP:7f1b4b1143979c9343b8be4b339ace0a7b2155a3,0.39285714285714285,0.16216216216216217,0.4148148148148148,0.17391304347826084,0.3170731707317073,0.15894039735099338,0.1079136690647482,0.0,0.11194029850746266,0.025157232704402517,0.0819672131147541,0.0,0.17142857142857143,0.09729729729729729,0.2,0.12422360248447205,0.21951219512195122,0.10596026490066225,0.17142857142857143,0.09729729729729729,0.2,0.12422360248447205,0.21951219512195122,0.10596026490066225
SP:7f53317d1c63c90acc86c174e2ca403d06298062,0.23611111111111113,0.18947368421052632,0.375,0.2657342657342657,0.3125,0.2702702702702703,0.02816901408450704,0.04301075268817204,0.09090909090909091,0.0851063829787234,0.05063291139240506,0.07339449541284403,0.15277777777777776,0.14736842105263157,0.21428571428571427,0.18181818181818182,0.2,0.1801801801801802,0.15277777777777776,0.14736842105263157,0.21428571428571427,0.18181818181818182,0.2,0.1801801801801802
SP:7f54dd677e21e5fe05af71d6ad9e8f3b1eaff66e,0.33974358974358976,0.35874439461883406,0.34101382488479265,0.33212996389891697,0.3690036900369004,0.3846153846153846,0.0774193548387097,0.08144796380090498,0.07441860465116279,0.08727272727272728,0.12639405204460968,0.05555555555555556,0.17948717948717952,0.21524663677130046,0.21198156682027652,0.20216606498194944,0.21402214022140223,0.19780219780219782,0.17948717948717952,0.21524663677130046,0.21198156682027652,0.20216606498194944,0.21402214022140223,0.19780219780219782
SP:7fc7e37c699a1bb738c65f0c6fa983203c6fd067,0.21666666666666667,0.26046511627906976,0.24299065420560748,0.35398230088495575,0.3392857142857143,0.4367816091954023,0.01680672268907563,0.009389671361502348,0.018867924528301886,0.12612612612612611,0.05454545454545454,0.09411764705882353,0.14166666666666666,0.14883720930232555,0.14018691588785046,0.2654867256637168,0.16071428571428573,0.2758620689655172,0.14166666666666666,0.14883720930232555,0.14018691588785046,0.2654867256637168,0.16071428571428573,0.2758620689655172
SP:7fec24a0f869ec9f5c07b1cea62742e1937ae6ae,0.35779816513761464,0.2884012539184953,0.33333333333333337,0.3206997084548105,0.271604938271605,0.2995169082125604,0.046082949308755755,0.04416403785488959,0.0738255033557047,0.04105571847507331,0.06211180124223602,0.06829268292682927,0.18807339449541283,0.15047021943573669,0.16666666666666669,0.15743440233236153,0.1419753086419753,0.16425120772946863,0.18807339449541283,0.15047021943573669,0.16666666666666669,0.15743440233236153,0.1419753086419753,0.16425120772946863
SP:801a0418d0b33a850e9c164f8cb7991d2d471f70,0.2439024390243902,0.4369449378330374,0.27848101265822783,0.20379146919431282,0.33142857142857146,0.24833702882483372,0.042105263157894736,0.12121212121212122,0.06369426751592357,0.061904761904761914,0.09248554913294797,0.044543429844098,0.15331010452961671,0.17761989342806395,0.17721518987341772,0.11848341232227487,0.2057142857142857,0.1286031042128603,0.15331010452961671,0.17761989342806395,0.17721518987341772,0.11848341232227487,0.2057142857142857,0.1286031042128603
SP:802e6c669d8ac7671642c279694b4ee9486ca780,0.28820960698689957,0.3574468085106383,0.30344827586206896,0.3291139240506329,0.2743362831858407,0.23275862068965517,0.07048458149779735,0.10300429184549356,0.06993006993006994,0.050955414012738856,0.07142857142857144,0.0608695652173913,0.148471615720524,0.22127659574468087,0.17931034482758623,0.1708860759493671,0.168141592920354,0.1724137931034483,0.148471615720524,0.22127659574468087,0.17931034482758623,0.1708860759493671,0.168141592920354,0.1724137931034483
SP:80364ca91750f4b46955f832374461ed78d3bc9a,0.3726708074534162,0.3597883597883598,0.4036697247706422,0.5137614678899083,0.3623188405797101,0.3012048192771084,0.0880503144654088,0.05347593582887701,0.11214953271028037,0.2962962962962963,0.19117647058823528,0.13414634146341464,0.23602484472049692,0.19047619047619044,0.2385321100917431,0.4495412844036697,0.23188405797101452,0.1927710843373494,0.23602484472049692,0.19047619047619044,0.2385321100917431,0.4495412844036697,0.23188405797101452,0.1927710843373494
SP:807bac62c904e6e8fe569edb22777de96835e6de,0.4509803921568627,0.4908424908424908,0.38235294117647056,0.34509803921568627,0.3700787401574803,0.4210526315789474,0.1287128712871287,0.16236162361623618,0.07407407407407407,0.04743083003952569,0.0634920634920635,0.0809968847352025,0.30392156862745096,0.24908424908424903,0.18382352941176472,0.17254901960784313,0.1889763779527559,0.2105263157894737,0.30392156862745096,0.24908424908424903,0.18382352941176472,0.17254901960784313,0.1889763779527559,0.2105263157894737
SP:80a6d854c0b143a971b4eaa70359aabbddc41d6c,0.29824561403508776,0.24657534246575344,0.2513089005235602,0.3103448275862069,0.2608695652173913,0.3626943005181347,0.08928571428571427,0.027777777777777776,0.042328042328042326,0.07017543859649122,0.07547169811320754,0.10471204188481675,0.22807017543859648,0.136986301369863,0.15706806282722513,0.20689655172413793,0.16149068322981366,0.22797927461139897,0.22807017543859648,0.136986301369863,0.15706806282722513,0.20689655172413793,0.16149068322981366,0.22797927461139897
SP:80dc818ae9308991d6dfad45289090d6928d5fd4,0.32019704433497537,0.25839793281653745,0.3559718969555035,0.39378238341968913,0.3690987124463519,0.3271028037383178,0.06435643564356436,0.07792207792207792,0.1411764705882353,0.10471204188481675,0.0606060606060606,0.0849056603773585,0.17733990147783252,0.16537467700258396,0.20608899297423888,0.2487046632124352,0.19742489270386268,0.22429906542056074,0.17733990147783252,0.16537467700258396,0.20608899297423888,0.2487046632124352,0.19742489270386268,0.22429906542056074
SP:810d01f8621d6567d949f3c7c7a7b84a93f8646a,0.35502958579881655,0.3624161073825503,0.3625730994152046,0.3880597014925373,0.38461538461538464,0.36764705882352944,0.10778443113772454,0.04081632653061224,0.07100591715976332,0.045454545454545456,0.1038961038961039,0.07462686567164178,0.22485207100591717,0.2684563758389262,0.2105263157894737,0.23880597014925373,0.24358974358974356,0.23529411764705882,0.22485207100591717,0.2684563758389262,0.2105263157894737,0.23880597014925373,0.24358974358974356,0.23529411764705882
SP:813f879a279d768769c99d68a58cd9fd530f1e1e,0.24528301886792456,0.2709677419354839,0.1592039800995025,0.23121387283236994,0.2648401826484018,0.3283582089552239,0.01923076923076923,0.0784313725490196,0.020100502512562814,0.023391812865497075,0.0184331797235023,0.09774436090225563,0.169811320754717,0.18064516129032257,0.10945273631840796,0.16184971098265896,0.15525114155251143,0.1791044776119403,0.169811320754717,0.18064516129032257,0.10945273631840796,0.16184971098265896,0.15525114155251143,0.1791044776119403
SP:81609c87e6a51511645f3fe236436378f520d6fa,0.35294117647058826,0.29411764705882354,0.31372549019607837,0.24460431654676262,0.358974358974359,0.24761904761904763,0.043243243243243246,0.13432835820895522,0.07947019867549669,0.0583941605839416,0.0779220779220779,0.058252427184466014,0.1925133689839572,0.2058823529411765,0.20915032679738563,0.1870503597122302,0.16666666666666666,0.1904761904761905,0.1925133689839572,0.2058823529411765,0.20915032679738563,0.1870503597122302,0.16666666666666666,0.1904761904761905
SP:8177c43096a6a35c7f64ccf714ae038b1ea4db7a,0.2986111111111111,0.26181818181818184,0.20155038759689922,0.22929936305732482,0.24285714285714288,0.25196850393700787,0.09790209790209792,0.07326007326007325,0.0234375,0.025806451612903222,0.0,0.016,0.2222222222222222,0.18909090909090912,0.14728682170542637,0.16560509554140126,0.15714285714285714,0.14173228346456693,0.2222222222222222,0.18909090909090912,0.14728682170542637,0.16560509554140126,0.15714285714285714,0.14173228346456693
SP:822d55a13102e4ff73a808d2e32dbeb153c39df6,0.23300970873786406,0.3412698412698413,0.32352941176470584,0.2857142857142857,0.2528735632183908,0.3636363636363636,0.058823529411764705,0.112,0.037037037037037035,0.052631578947368425,0.02325581395348837,0.045871559633027525,0.18446601941747573,0.19841269841269843,0.16176470588235292,0.18181818181818182,0.16091954022988508,0.20909090909090908,0.18446601941747573,0.19841269841269843,0.16176470588235292,0.18181818181818182,0.16091954022988508,0.20909090909090908
SP:8275b2e7787c420a6280e4d0d9b77f607581548f,0.23255813953488377,0.3407407407407408,0.3357664233576642,0.2761904761904762,0.3113207547169811,0.393939393939394,0.028169014084507043,0.03007518796992481,0.04444444444444444,0.028846153846153848,0.06666666666666667,0.03076923076923077,0.11162790697674418,0.17777777777777778,0.16058394160583941,0.17142857142857143,0.18867924528301888,0.21212121212121213,0.11162790697674418,0.17777777777777778,0.16058394160583941,0.17142857142857143,0.18867924528301888,0.21212121212121213
SP:828f5b0797f9ebd6102fde0cc970ab52ab3cb10b,0.3333333333333333,0.36162361623616235,0.39106145251396646,0.41887905604719766,0.291497975708502,0.3050847457627119,0.02857142857142857,0.05204460966542751,0.0903954802259887,0.07121661721068251,0.024489795918367346,0.042735042735042736,0.19148936170212763,0.19188191881918817,0.1899441340782123,0.21238938053097345,0.16194331983805668,0.17796610169491528,0.19148936170212763,0.19188191881918817,0.1899441340782123,0.21238938053097345,0.16194331983805668,0.17796610169491528
SP:82bbfa7c9cceabf5be7d22bbfa2fa901c9a79148,0.3533834586466166,0.28144989339019194,0.2868217054263566,0.3210412147505423,0.41600000000000004,0.304635761589404,0.08333333333333334,0.0728051391862955,0.023437500000000003,0.0871459694989107,0.07258064516129031,0.05764966740576496,0.14285714285714288,0.13219616204690832,0.14728682170542637,0.1648590021691974,0.23199999999999998,0.15894039735099338,0.14285714285714288,0.13219616204690832,0.14728682170542637,0.1648590021691974,0.23199999999999998,0.15894039735099338
SP:82e6dd26c69e983fc10fb60ce55e6fa0b2d5e9c9,0.3037037037037037,0.31417624521072796,0.2374429223744292,0.3886255924170617,0.34319526627218927,0.37499999999999994,0.08208955223880599,0.04633204633204633,0.04608294930875577,0.08612440191387559,0.07185628742514971,0.08860759493670886,0.14074074074074072,0.18390804597701146,0.1461187214611872,0.24644549763033177,0.21301775147928992,0.2125,0.14074074074074072,0.18390804597701146,0.1461187214611872,0.24644549763033177,0.21301775147928992,0.2125
SP:82e8c35836f5e70887dcc258df4610a2448fac14,0.28571428571428575,0.35294117647058826,0.2518518518518518,0.2929936305732484,0.29508196721311475,0.38620689655172413,0.1103448275862069,0.10714285714285714,0.15037593984962405,0.07741935483870968,0.13333333333333333,0.15384615384615383,0.2448979591836735,0.24705882352941178,0.23703703703703705,0.2165605095541401,0.22950819672131145,0.27586206896551724,0.2448979591836735,0.24705882352941178,0.23703703703703705,0.2165605095541401,0.22950819672131145,0.27586206896551724
SP:831ee132b504f1f111faae57feabd1d2964cdb5f,0.23776223776223776,0.31759656652360513,0.27272727272727276,0.2,0.3553299492385787,0.3066202090592335,0.014184397163120569,0.025974025974025972,0.027522935779816515,0.009615384615384616,0.11282051282051284,0.04912280701754386,0.15384615384615385,0.15450643776824033,0.13636363636363638,0.12380952380952381,0.20304568527918782,0.15331010452961674,0.15384615384615385,0.15450643776824033,0.13636363636363638,0.12380952380952381,0.20304568527918782,0.15331010452961674
SP:8332ae1b0a6a8e1941636fadc4f543f7b4214eca,0.2894248608534322,0.4420289855072464,0.43373493975903615,0.27992633517495397,0.28294573643410853,0.4426877470355731,0.0819366852886406,0.1094890510948905,0.097165991902834,0.059149722735674676,0.07782101167315175,0.08764940239043825,0.1595547309833024,0.2246376811594203,0.20080321285140565,0.1252302025782689,0.1434108527131783,0.2134387351778656,0.1595547309833024,0.2246376811594203,0.20080321285140565,0.1252302025782689,0.1434108527131783,0.2134387351778656
SP:836bbc79c4a4dbf6e46e7da2d8ae8191183fbf26,0.3858267716535434,0.4403669724770642,0.3490566037735849,0.303886925795053,0.3452380952380952,0.27385892116182575,0.10317460317460318,0.1292307692307692,0.04761904761904762,0.056939501779359435,0.060240963855421686,0.04184100418410042,0.22047244094488191,0.23853211009174313,0.18867924528301885,0.16254416961130744,0.19047619047619047,0.15767634854771787,0.22047244094488191,0.23853211009174313,0.18867924528301885,0.16254416961130744,0.19047619047619047,0.15767634854771787
SP:8390572468186e948fb942b218a7dae77b48454b,0.28402366863905326,0.3561643835616438,0.15568862275449102,0.39285714285714285,0.39534883720930236,0.30630630630630634,0.07185628742514968,0.08294930875576037,0.0,0.11711711711711711,0.10588235294117648,0.04545454545454546,0.15384615384615385,0.2009132420091324,0.10778443113772455,0.22321428571428573,0.22093023255813954,0.14414414414414417,0.15384615384615385,0.2009132420091324,0.10778443113772455,0.22321428571428573,0.22093023255813954,0.14414414414414417
SP:83d45a08ec41d05c4c980a741810a296b2e5ba4f,0.2647058823529412,0.2901554404145078,0.39669421487603307,0.29767441860465116,0.32167832167832167,0.3,0.029850746268656716,0.09424083769633507,0.11764705882352941,0.04694835680751173,0.014184397163120567,0.10101010101010101,0.14705882352941177,0.17616580310880828,0.24793388429752067,0.18604651162790697,0.2097902097902098,0.2,0.14705882352941177,0.17616580310880828,0.24793388429752067,0.18604651162790697,0.2097902097902098,0.2
SP:842005dc93fb24f029d3db702fe535e621eeb278,0.24166666666666667,0.36303630363036304,0.4172661870503597,0.25641025641025644,0.2705882352941177,0.3433476394849785,0.03361344537815126,0.07973421926910298,0.05797101449275362,0.04145077720207254,0.023809523809523808,0.0779220779220779,0.13333333333333333,0.18481848184818483,0.20863309352517986,0.15384615384615383,0.18823529411764706,0.22317596566523604,0.13333333333333333,0.18481848184818483,0.20863309352517986,0.15384615384615383,0.18823529411764706,0.22317596566523604
SP:842877c0caf8f1d193dc997cbcc38580682edf41,0.41441441441441446,0.41747572815533984,0.30656934306569344,0.48305084745762705,0.311377245508982,0.26490066225165565,0.08181818181818182,0.16666666666666666,0.07407407407407407,0.18803418803418803,0.09696969696969697,0.10738255033557047,0.2162162162162162,0.22330097087378642,0.20437956204379565,0.2627118644067797,0.2275449101796407,0.15894039735099338,0.2162162162162162,0.22330097087378642,0.20437956204379565,0.2627118644067797,0.2275449101796407,0.15894039735099338
SP:844fd53bb10076aaab27bfd54ac76af07a2d09be,0.3488372093023256,0.380952380952381,0.32954545454545453,0.39999999999999997,0.3055555555555555,0.3697478991596639,0.08235294117647059,0.13793103448275862,0.10344827586206896,0.08849557522123894,0.04225352112676056,0.11965811965811964,0.22093023255813954,0.23129251700680273,0.2159090909090909,0.22608695652173913,0.22222222222222224,0.2521008403361345,0.22093023255813954,0.23129251700680273,0.2159090909090909,0.22608695652173913,0.22222222222222224,0.2521008403361345
SP:84c07d367d510a24de584cd0b66d00d6dc751933,0.22727272727272727,0.3731343283582089,0.25974025974025977,0.2903225806451613,0.25,0.31506849315068497,0.0,0.07575757575757575,0.0,0.01639344262295082,0.028169014084507043,0.013888888888888888,0.16666666666666666,0.22388059701492535,0.1038961038961039,0.1774193548387097,0.125,0.1780821917808219,0.16666666666666666,0.22388059701492535,0.1038961038961039,0.1774193548387097,0.125,0.1780821917808219
SP:8574365c50e6baea474d785d24a225e4346b5b4c,0.33035714285714285,0.27794561933534745,0.32669322709163345,0.3190883190883191,0.4723247232472325,0.34920634920634924,0.02702702702702703,0.04255319148936171,0.040160642570281124,0.05730659025787965,0.11152416356877325,0.09042553191489361,0.17857142857142855,0.14501510574018128,0.16733067729083667,0.18233618233618235,0.25830258302583026,0.1798941798941799,0.17857142857142855,0.14501510574018128,0.16733067729083667,0.18233618233618235,0.25830258302583026,0.1798941798941799
SP:859d8d865df4c2b628c293e1fee7ef01969337e4,0.43037974683544306,0.27678571428571425,0.4115226337448559,0.3142857142857143,0.3318777292576419,0.2847457627118644,0.15384615384615383,0.02702702702702703,0.1078838174273859,0.038461538461538464,0.07929515418502202,0.027303754266211604,0.29113924050632906,0.15178571428571427,0.2139917695473251,0.1904761904761905,0.20087336244541484,0.13559322033898305,0.29113924050632906,0.15178571428571427,0.2139917695473251,0.1904761904761905,0.20087336244541484,0.13559322033898305
SP:8689bb56a5097f6ba7c01de5c91cfa2aae509b2e,0.35359116022099446,0.3626373626373626,0.3604651162790698,0.32335329341317365,0.3694267515923567,0.4177215189873417,0.0782122905027933,0.05555555555555555,0.10588235294117647,0.012121212121212121,0.12903225806451613,0.06410256410256411,0.24309392265193372,0.20879120879120883,0.2558139534883721,0.2275449101796407,0.22929936305732487,0.25316455696202533,0.24309392265193372,0.20879120879120883,0.2558139534883721,0.2275449101796407,0.22929936305732487,0.25316455696202533
SP:8697801d0f0913455bb17049812a9f2f55b19bec,0.2787878787878788,0.35714285714285715,0.2929936305732484,0.3163841807909605,0.3454545454545454,0.28402366863905326,0.09815950920245399,0.05405405405405405,0.06451612903225806,0.05714285714285714,0.0925925925925926,0.08383233532934131,0.20606060606060606,0.15178571428571427,0.178343949044586,0.192090395480226,0.2,0.1775147928994083,0.20606060606060606,0.15178571428571427,0.178343949044586,0.192090395480226,0.2,0.1775147928994083
SP:86dfaba85d1ea35c9b28eefcb82ef7f6a2f02eaa,0.4526315789473684,0.3963133640552996,0.29629629629629634,0.38818565400843885,0.3741935483870968,0.23076923076923075,0.12765957446808512,0.08372093023255812,0.07518796992481201,0.0851063829787234,0.11764705882352941,0.011111111111111112,0.22105263157894736,0.19354838709677422,0.16296296296296298,0.22784810126582275,0.24516129032258063,0.14285714285714282,0.22105263157894736,0.19354838709677422,0.16296296296296298,0.22784810126582275,0.24516129032258063,0.14285714285714282
SP:86f09c5440219a19e0a45ad9f6a525fb37d3d730,0.3592233009708738,0.38655462184873957,0.3474903474903475,0.39805825242718446,0.33480176211453744,0.36293436293436293,0.06862745098039215,0.059322033898305086,0.054474708171206226,0.04901960784313726,0.035555555555555556,0.07782101167315175,0.2038834951456311,0.20168067226890757,0.16988416988416988,0.16504854368932037,0.14096916299559473,0.18532818532818532,0.2038834951456311,0.20168067226890757,0.16988416988416988,0.16504854368932037,0.14096916299559473,0.18532818532818532
