,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,RL,RL,RL,RL,RL,RL,RL,RL,RL,RL,RL,RL,RL,RL,RL,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum,RLsum
,1-2,1-3,1-4,1-5,1-6,2-3,2-4,2-5,2-6,3-4,3-5,3-6,4-5,4-6,5-6,1-2,1-3,1-4,1-5,1-6,2-3,2-4,2-5,2-6,3-4,3-5,3-6,4-5,4-6,5-6,1-2,1-3,1-4,1-5,1-6,2-3,2-4,2-5,2-6,3-4,3-5,3-6,4-5,4-6,5-6,1-2,1-3,1-4,1-5,1-6,2-3,2-4,2-5,2-6,3-4,3-5,3-6,4-5,4-6,5-6
paper_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP:0a1ecec6f5447992f3ad0011e1b7efa39da28442,0.37668161434977576,0.3684210526315789,0.33333333333333337,0.41111111111111115,1.0,0.3553299492385787,0.3174603174603175,0.3288888888888889,0.37668161434977576,0.3559322033898305,0.33766233766233766,0.3684210526315789,0.3698630136986301,0.33333333333333337,0.41111111111111115,0.08144796380090497,0.09333333333333332,0.08450704225352113,0.06741573033707866,1.0,0.1641025641025641,0.0855614973262032,0.07174887892376682,0.08144796380090497,0.10344827586206896,0.06578947368421052,0.09333333333333332,0.05555555555555555,0.08450704225352113,0.06741573033707866,0.22421524663677134,0.25,0.19444444444444445,0.17777777777777778,1.0,0.1928934010152284,0.20105820105820107,0.18666666666666668,0.22421524663677134,0.288135593220339,0.16883116883116883,0.25,0.20547945205479454,0.19444444444444445,0.17777777777777778,0.22421524663677134,0.25,0.19444444444444445,0.17777777777777778,1.0,0.1928934010152284,0.20105820105820107,0.18666666666666668,0.22421524663677134,0.288135593220339,0.16883116883116883,0.25,0.20547945205479454,0.19444444444444445,0.17777777777777778
SP:190e69f0d6538fa7e87d77df6cdf93c7a1d83f90,0.30985915492957744,0.37264150943396224,0.2037037037037037,0.24489795918367346,0.3315508021390374,0.2967741935483871,0.18095238095238095,0.28820960698689957,0.3307692307692308,0.2884615384615385,0.3436123348017621,0.3875968992248062,0.3464566929133859,0.3417721518987342,0.39548022598870053,0.056603773584905655,0.09004739336492891,0.05590062111801242,0.05865102639296188,0.1021505376344086,0.05844155844155845,0.038461538461538464,0.07929515418502203,0.05426356589147287,0.08737864077669903,0.05333333333333333,0.0703125,0.06399999999999999,0.05128205128205127,0.13714285714285712,0.1596244131455399,0.16037735849056603,0.12345679012345677,0.12244897959183673,0.1871657754010695,0.15483870967741936,0.1523809523809524,0.1834061135371179,0.19230769230769232,0.20192307692307687,0.18502202643171806,0.1937984496124031,0.23622047244094488,0.17721518987341772,0.23728813559322035,0.1596244131455399,0.16037735849056603,0.12345679012345677,0.12244897959183673,0.1871657754010695,0.15483870967741936,0.1523809523809524,0.1834061135371179,0.19230769230769232,0.20192307692307687,0.18502202643171806,0.1937984496124031,0.23622047244094488,0.17721518987341772,0.23728813559322035
SP:38b5e8808025e698744d9544e91d334ee6566fa2,0.30065359477124176,0.4444444444444445,0.5299145299145299,0.3414634146341463,0.4648648648648649,0.26666666666666666,0.2751322751322751,0.16806722689075632,0.27142857142857146,0.4444444444444444,0.3424657534246575,0.5269461077844311,0.28,0.4434389140271493,0.3443708609271523,0.07947019867549669,0.10112359550561797,0.2068965517241379,0.02469135802469136,0.10928961748633881,0.04511278195488722,0.0748663101604278,0.03418803418803419,0.05797101449275362,0.08411214953271028,0.02777777777777778,0.19393939393939397,0.06060606060606061,0.13698630136986303,0.06711409395973154,0.1568627450980392,0.2111111111111111,0.3846153846153846,0.17073170731707316,0.24864864864864863,0.14814814814814814,0.15873015873015872,0.11764705882352941,0.15714285714285714,0.24074074074074078,0.1917808219178082,0.40718562874251496,0.16,0.23529411764705882,0.18543046357615894,0.1568627450980392,0.2111111111111111,0.3846153846153846,0.17073170731707316,0.24864864864864863,0.14814814814814814,0.15873015873015872,0.11764705882352941,0.15714285714285714,0.24074074074074078,0.1917808219178082,0.40718562874251496,0.16,0.23529411764705882,0.18543046357615894
SP:4f12fdfd15f31f1a0ff9b57a8de53319750c3eec,0.2807017543859649,0.3125,0.35000000000000003,0.336,0.4307692307692308,0.3880597014925373,0.25316455696202533,0.18750000000000003,0.2857142857142857,0.3333333333333333,0.2435897435897436,0.33766233766233766,0.32222222222222224,0.30588235294117644,0.3555555555555555,0.11504424778761062,0.03937007874015748,0.08633093525179857,0.07258064516129033,0.09287925696594428,0.07575757575757576,0.05128205128205129,0.031746031746031744,0.08955223880597016,0.03260869565217391,0.025974025974025976,0.06113537117903929,0.10112359550561797,0.05533596837944664,0.06278026905829596,0.1754385964912281,0.140625,0.19285714285714284,0.192,0.19692307692307692,0.208955223880597,0.20253164556962025,0.14062500000000003,0.19704433497536947,0.17204301075268819,0.14102564102564102,0.16450216450216454,0.17777777777777778,0.18823529411764708,0.17777777777777776,0.1754385964912281,0.140625,0.19285714285714284,0.192,0.19692307692307692,0.208955223880597,0.20253164556962025,0.14062500000000003,0.19704433497536947,0.17204301075268819,0.14102564102564102,0.16450216450216454,0.17777777777777778,0.18823529411764708,0.17777777777777776
SP:57cdb30976e9fc5563bbb07a51d90eec8385e594,0.22535211267605632,0.35356200527704484,0.312,0.24124513618677038,0.3109048723897912,0.19047619047619047,0.3414634146341464,0.26153846153846155,0.1513157894736842,0.2837370242214533,0.20270270270270271,0.3319148936170213,0.25149700598802394,0.24046920821114368,0.16666666666666666,0.037914691943127965,0.04244031830238727,0.032258064516129024,0.03137254901960784,0.03263403263403264,0.032,0.08264462809917356,0.015625,0.006622516556291391,0.05574912891986062,0.006802721088435374,0.04700854700854701,0.03636363636363636,0.035398230088495575,0.011560693641618497,0.13145539906103287,0.14775725593667546,0.15999999999999998,0.14007782101167315,0.1531322505800464,0.11904761904761904,0.2601626016260163,0.16923076923076927,0.09868421052631579,0.16608996539792387,0.12162162162162163,0.17021276595744683,0.15568862275449102,0.15835777126099707,0.10344827586206896,0.13145539906103287,0.14775725593667546,0.15999999999999998,0.14007782101167315,0.1531322505800464,0.11904761904761904,0.2601626016260163,0.16923076923076927,0.09868421052631579,0.16608996539792387,0.12162162162162163,0.17021276595744683,0.15568862275449102,0.15835777126099707,0.10344827586206896
SP:69cc1499e1ffdff113346180dd31c60fb1059872,0.37398373983739835,0.3905325443786982,0.3150684931506849,0.3414634146341463,0.4195804195804196,0.2875,0.3941605839416058,0.42105263157894735,0.2835820895522388,0.46994535519125685,0.2875,0.4,0.32116788321167883,0.45859872611464964,0.3283582089552239,0.09917355371900825,0.16766467065868262,0.08333333333333333,0.06611570247933884,0.11347517730496454,0.03797468354430379,0.05925925925925926,0.10714285714285714,0.06060606060606061,0.1546961325966851,0.06329113924050632,0.13483146067415733,0.1037037037037037,0.23225806451612904,0.06060606060606061,0.24390243902439024,0.28402366863905326,0.1917808219178082,0.24390243902439024,0.22377622377622378,0.18749999999999997,0.291970802919708,0.3508771929824561,0.17910447761194032,0.34972677595628415,0.2125,0.2777777777777778,0.23357664233576644,0.33121019108280253,0.22388059701492538,0.24390243902439024,0.28402366863905326,0.1917808219178082,0.24390243902439024,0.22377622377622378,0.18749999999999997,0.291970802919708,0.3508771929824561,0.17910447761194032,0.34972677595628415,0.2125,0.2777777777777778,0.23357664233576644,0.33121019108280253,0.22388059701492538
SP:797f40f8ab27a0ce589b18ec143e398b6b44a460,0.2875816993464052,0.42857142857142855,0.35582822085889576,0.31788079470198677,0.32,0.35294117647058826,0.34567901234567905,0.27999999999999997,0.2903225806451613,0.31901840490797545,0.3311258278145695,0.30399999999999994,0.2625,0.3283582089552239,0.21311475409836064,0.026490066225165563,0.14473684210526316,0.1366459627329193,0.026845637583892617,0.08130081300813008,0.039735099337748346,0.07500000000000001,0.040540540540540536,0.03278688524590164,0.06211180124223602,0.053691275167785234,0.08130081300813008,0.050632911392405056,0.060606060606060594,0.0,0.18300653594771243,0.2987012987012987,0.24539877300613497,0.15894039735099338,0.224,0.19607843137254902,0.2222222222222222,0.17333333333333334,0.2096774193548387,0.22085889570552147,0.17218543046357615,0.24000000000000002,0.2,0.19402985074626866,0.13114754098360656,0.18300653594771243,0.2987012987012987,0.24539877300613497,0.15894039735099338,0.224,0.19607843137254902,0.2222222222222222,0.17333333333333334,0.2096774193548387,0.22085889570552147,0.17218543046357615,0.24000000000000002,0.2,0.19402985074626866,0.13114754098360656
SP:80c90830c0183d1bd699be9ec09c10cf58581311,0.5114155251141552,0.3103448275862069,0.4469696969696969,0.387434554973822,0.33898305084745767,0.3314285714285714,0.35471698113207545,0.3541666666666667,0.4044943820224719,0.2545454545454545,0.28571428571428575,0.3007518796992481,0.3459915611814346,0.28699551569506726,0.3066666666666667,0.19354838709677416,0.06976744186046512,0.12213740458015267,0.1481481481481481,0.08,0.06936416184971099,0.09125475285171103,0.11578947368421053,0.14772727272727273,0.045871559633027525,0.041379310344827586,0.030534351145038167,0.09361702127659574,0.045248868778280535,0.08108108108108109,0.33789954337899547,0.22988505747126436,0.25757575757575757,0.18848167539267016,0.22598870056497175,0.2285714285714286,0.2113207547169811,0.20833333333333334,0.24719101123595508,0.19999999999999998,0.17687074829931973,0.22556390977443608,0.17721518987341772,0.17040358744394618,0.18666666666666668,0.33789954337899547,0.22988505747126436,0.25757575757575757,0.18848167539267016,0.22598870056497175,0.2285714285714286,0.2113207547169811,0.20833333333333334,0.24719101123595508,0.19999999999999998,0.17687074829931973,0.22556390977443608,0.17721518987341772,0.17040358744394618,0.18666666666666668
