,Bert_Rescale,Bert_Rescale,Bert_Rescale
,1-2,1-3,2-3
paper_id,,,
SP:4236ade1a7948917053f6b83f80c8f4a3587dd35,-0.057433318346738815,0.08809448778629303,-0.03366551920771599
SP:425d01f4c8d89c63baf4d029e90812eb73821fee,0.11719361692667007,0.1094961017370224,0.2282111495733261
SP:4280f6d9d84c4fc28f13b79ccd80018b7e4a57ca,0.09824012219905853,0.03517528623342514,0.17612963914871216
SP:42813585e17f45c9ab1613970ad9251a0825d34d,-0.0059829168021678925,-0.03603805974125862,0.16000214219093323
SP:4283e66992efaa8b02d4670556cb306310d5915e,0.23060275614261627,0.05495164915919304,0.04767792299389839
SP:429db650c1f185bda6ffb208b92f6328f123cf57,0.07671807706356049,0.16599459946155548,0.01063582580536604
SP:42c3fee8359c0aefe3f0606f74d1d12dbf5c2493,0.08668466657400131,0.08313432335853577,0.26308977603912354
SP:4309414da8c58d76b9ecf68d204f4a41482738e6,0.08402924239635468,0.16293339431285858,0.17349188029766083
SP:4325a23bfb51391d7636db668b6fd41ddc72bf9a,0.1337343156337738,0.07448362559080124,0.13850870728492737
SP:4347e70e6d1f11bd38901be94ba6fd2659ad0dad,-0.06592439115047455,-0.11650177836418152,0.11883758753538132
SP:4357084bf9c1370d8b6a0bb5b244dc8206d42d56,0.37150025367736816,0.24394415318965912,0.24962441623210907
SP:43ae7a19a7a64498bde8afbd5133132b712f703e,0.15723547339439392,0.023888228461146355,0.12660080194473267
SP:43e0a5f1ab1c960d05b9551df648d8192b497749,0.0009390576742589474,0.08634668588638306,0.08904943615198135
SP:43fc643b6ac6560e48804865dd7a57398743b664,0.1631074994802475,0.28639987111091614,0.15633279085159302
SP:4409ff223cb7efac36bc1daa8b3a86c772416f90,0.36375436186790466,0.2541201710700989,0.3156261444091797
SP:4418369ca856739c83992e44a05c37048793d800,0.1916857212781906,0.16083349287509918,0.0926128402352333
SP:44599f17a868aa0dc61f5f06770400fadb1bc1af,0.12065213173627853,0.08457770198583603,0.16612668335437775
SP:44a4f6d5209e5e0f3c553249037c771dd4b64b44,0.2643625736236572,0.21380671858787537,0.11358748376369476
SP:44cd641c68a070c99d9ba5703abb49b12de10c3e,0.08638165146112442,0.11050578951835632,0.16400982439517975
SP:44d8612c0df236bd137f053aa3d9ea450731f46a,0.399082213640213,0.0946318656206131,0.021180536597967148
SP:44fcecd2c331123bb795336eb5dd299ed2d641e8,0.22830083966255188,0.08112271875143051,0.05408640205860138
SP:45043ed1b45f59ed76e0e1acc8b4530b7d962aa8,0.3452204167842865,0.01838914304971695,0.042398858815431595
SP:451837cd17de7cdc4a059f4cc0cedd10b2eb136d,0.04686424136161804,0.04081139713525772,0.08139146864414215
SP:451fa624cf7991423d1e2d30e372239f46b02aa4,0.10088460147380829,0.24699795246124268,0.2971307039260864
SP:45399499d0c7d01b905df1ecd290887259018f40,0.019620971754193306,0.1046387106180191,-0.12289753556251526
SP:454357d07ec2f9b9df32ebe8a40fef1790d1b438,-0.010015673004090786,-0.02294246107339859,0.039718713611364365
SP:456ad1760ac9923417ff5158e569452b75036646,0.2875370681285858,0.3325147032737732,0.21642859280109406
SP:4599b6d25291ba0c103d7affd2766daf90d01e7f,0.1348259299993515,0.2446896731853485,0.15395812690258026
SP:45cf0b47ebd870cddad0a3f5df60e0fb15d068ca,0.19901947677135468,0.28336799144744873,0.2308845818042755
SP:45db5eaf56c3f676e55603315f779e3dfec68f3c,0.2308863401412964,0.2254723757505417,0.27189481258392334
SP:45f0ffc5e70b1eb06e541c7b0b3b042e6c54b7a6,0.1198900118470192,0.05468077212572098,0.1367817521095276
SP:460930c4b1d73c6c5a7c03d5e14b987afcde8c2b,0.22218160331249237,0.25952354073524475,0.23611314594745636
SP:462f8c273f3c8294f6f832f4ba208285d701c577,0.2150576263666153,0.24958626925945282,0.14015020430088043
SP:4647d70ddc03d02f0bf525d944ff8e6743dafb9d,0.12297170609235764,0.08196500688791275,0.13197839260101318
SP:465903c777ca2961502e3d8726e1cfa9b725d1a3,0.1194058284163475,0.3148018717765808,0.06924481689929962
SP:4685bcf3310afc505810214244564632a13b0661,0.09037520736455917,0.14312559366226196,0.06567434966564178
SP:46b57441cf556ab2e519aaee949b4125cd210688,0.17548689246177673,0.10915812849998474,0.11666140705347061
SP:4715cccdb9f75396851b845cde5521d43a4029fc,0.12338490039110184,0.07257513701915741,0.1457803100347519
SP:47228fff09252c5fc188236b287cc820e5b415fb,0.2693209648132324,0.22460536658763885,0.20215944945812225
SP:4731c1b66f6a717e18026a43f889f7acd9107065,0.15531039237976074,0.2449640929698944,0.1897493302822113
SP:475a7fdae1a7da30ce33f5b01b5f973b9f742429,0.04205770418047905,0.1668609082698822,0.11608504503965378
SP:476b6e99332b834fb59bcaa208ccd57617833da4,0.03158609941601753,-0.18883569538593292,-0.10842707753181458
SP:4792a7e63071f10dc5dd549471b613b292089ef1,0.20077645778656006,0.19710569083690643,0.24905194342136383
SP:47acb5cab7ba9c96751fbc9cfd211cf5531fdb07,0.14943942427635193,0.19805075228214264,0.209450826048851
SP:47aff493cf8defc9c48ab1807c18cec1e932f969,0.12060975283384323,0.2054569125175476,0.19061140716075897
SP:47b13a929cf63405d682352339ecd8f3748c531f,0.15053139626979828,0.28683143854141235,0.13455046713352203
SP:47c6e8f40f2815eda06fc21f5fe560d0d4419da9,0.16406774520874023,0.282813161611557,0.1542138159275055
SP:47cb45df59417f9ce1f3ede78d4b74277fcc2187,0.0941392034292221,0.03927973285317421,-0.0037968442775309086
SP:47f3678073df28aeb8d2a85c56da2846df66bf97,0.0672522783279419,0.12497695535421371,0.231240913271904
SP:481614a6302380b81ac1248b92c4c12ae366a827,0.031221989542245865,0.04194469377398491,0.17497868835926056
SP:4819cd0e097294667aea39cef8cb213df907194f,0.20685261487960815,0.11606844514608383,0.05192328616976738
SP:484cc8865184e726701daffe431bb6f37a9c2946,0.0810704454779625,0.22161124646663666,0.09618931263685226
SP:48792d31247a8a1f633e7a478adc69890cef93dd,0.5059836506843567,0.17881613969802856,0.2416245937347412
SP:488e35cdbc1d0bf00f7a62f3113a2a103591f357,0.05397939309477806,0.10687493532896042,-0.022760935127735138
SP:489df4986ca18c99b7464783be9ea945450a13ad,0.21528859436511993,0.12661385536193848,0.25029683113098145
SP:48a6bc4788a7452c42442906afbb8a2668951602,0.011541333049535751,0.04951578006148338,0.19297264516353607
SP:48b8146eaea4f7b4c03f93506eb6198a72c53d6d,0.19413349032402039,0.22165963053703308,0.20870918035507202
SP:48bac15db9aa35f81d0a1d22e086606325c39111,0.08396496623754501,0.22548578679561615,0.02129284106194973
SP:48cf6c714070226eeb156b86fea164ce42e5c651,0.13190951943397522,0.17034342885017395,0.20090289413928986
SP:48d539ce5d4accbc331f2b583a6079513c0fed49,0.16268299520015717,0.030936282128095627,0.23168343305587769
SP:49618ccf13d8422bf68680ed492c35617bbda03b,-0.025043774396181107,0.115774966776371,-0.05317206680774689
SP:49760213d0f27d6934490916f8300851fd91561e,0.052769459784030914,0.2321305274963379,0.0398903489112854
SP:4985bfe9b838b639e0841b767cccf5eead3f8e47,0.21561527252197266,0.046467993408441544,0.09645947813987732
SP:4994c49875f7fee6fb47c3b590cef3f5615301a4,0.1454479843378067,0.19835801422595978,0.20732620358467102
SP:49a7829b4ff93680c376f2648fc471371f2a6b28,0.20553849637508392,0.07084005326032639,0.2064553052186966
SP:49c03477c8b78b257e3543b5b0b3035582cd28ca,0.12366460263729095,0.1955302357673645,0.13209104537963867
SP:49f0ff35a1d39031bc13b793b04f9d3c84fbfb6e,0.32851868867874146,0.26054805517196655,0.16128695011138916
SP:4a2362fac2deb7e1bc3f2728c26eff3bdfb1327d,0.12584185600280762,0.015543363988399506,0.043956656008958817
SP:4a2f4e8574d83dc747b286b888147b63cdea823e,0.20699387788772583,0.16191734373569489,0.17657002806663513
SP:4a7f303527bee873a66ab629e5fd459be0177539,0.2324557900428772,0.1899591088294983,0.25069519877433777
SP:4a8d5675bb36e31b190ff3985d58fbdf893058fa,0.31097182631492615,0.19604797661304474,0.28883033990859985
SP:4ac983944c4bdd11bf224e9ba32e6f629dfee55b,0.12713301181793213,0.026390381157398224,0.1069413274526596
SP:4ad6e101af93b83ea1704de6137d2ddd52f6f5ae,0.1523844450712204,0.15247979760169983,0.2101207673549652
SP:4b18b891cf554941c6d053ab029da1a98e70145f,0.17702490091323853,0.18038241565227509,0.30345335602760315
SP:4b226829ac26fd231a344aeeb395a12ff69a994c,0.0622221939265728,0.023816537111997604,0.01484375074505806
SP:4b3c0127fcd5cc73226d2b8f58df658f5599791e,0.06836685538291931,0.14756625890731812,0.09684054553508759
SP:4b41783bc1841339c7a266861f330b4cf24fb47a,0.3640531301498413,0.25058501958847046,0.24294576048851013
SP:4b469b6e816072fd979d540bad613efa1a67ffb0,0.09473993629217148,0.07578714191913605,0.058851614594459534
SP:4b6f04ff09138f33a9e9bf6434d1ee1ad04b4daf,0.41837331652641296,0.21800298988819122,0.30654847621917725
SP:4b9476d9247e7baafaee1b113ea8760e8b509fa7,0.17378605902194977,0.17358404397964478,0.18764731287956238
SP:4b957d7fbeed0a40826557549d7304b0069c7bf5,0.14193296432495117,0.25078243017196655,0.25691792368888855
SP:4bad1ee9318dcf0d353aed7f9b8c1423db12435a,0.18329671025276184,0.10709354281425476,0.2392033040523529
SP:4bea250d51f4de4be23762958f555db511609842,0.08116686344146729,0.08591017872095108,0.0799110159277916
SP:4bf6c02d8d62f759c17c77e8f58dd7b91dc3d7d5,0.10824520140886307,0.11628599464893341,0.07871732860803604
SP:4c020f0efc7031e0850de38213a56b52ca7f6343,0.14792364835739136,0.11170724779367447,0.18109050393104553
SP:4c1957c7170ce4fa16d5b7efddc0bf156a6ea9f1,0.1696869134902954,0.2806857228279114,0.17198845744132996
SP:4c333a407f2d109581cbacd99da6df40ccbec091,0.07110422104597092,0.20137189328670502,0.11315274238586426
SP:4c76919a2aa2b645c86a072f7bafbb2c384dc58a,0.14730915427207947,-0.07383415848016739,-0.038247086107730865
SP:4c7aefc644765a7782711f277a70e598296290de,0.1511317789554596,0.12823769450187683,0.1142941564321518
SP:4ca28da3dc5a72155fb95b6741fca537da483d5b,0.16833464801311493,0.30804410576820374,0.16811463236808777
SP:4ced019650038f6b174171a2c520227fe6038619,0.1876402497291565,0.3070753812789917,0.19367825984954834
SP:4cf7c87f6d4a0939ac079553f386cbcda94aa2f6,0.3344171941280365,0.2655336558818817,0.33038055896759033
SP:4cf80d247875c70af4c629f01618e7e2f18c121f,0.16565874218940735,0.2055409699678421,0.21451622247695923
SP:4d01481950c3da65473c9b7d74bfaebe505320f6,0.2839888334274292,0.21024402976036072,0.29668888449668884
SP:4d0d04acf07a335d95652b9502d42a119d25a63e,0.1967691332101822,0.14744971692562103,0.13544008135795593
SP:4d11be00838877910bf985eb58708eb317307c14,0.056411974132061005,0.19335229694843292,0.07883846759796143
SP:4d19caff82089e3667866785c3cd79abde8ed685,0.18450699746608734,0.04862228035926819,0.015177135355770588
SP:4d1dd671e2468f4a6a37a9f4bcb7d02c56eb00e5,0.1058776006102562,0.2743690609931946,0.18063704669475555
SP:4d3918771f8afe9a8550cdb079e74fa8d7809c98,0.26588186621665955,0.15011043846607208,0.11572587490081787
SP:4d3f8dcab7c1dec4ebfcd975f37ba3d88c8d447b,0.1732940971851349,0.21868637204170227,0.10705116391181946
SP:4d530f426399bee0179bc1708bd14ec437ac1dd5,-0.09061853587627411,0.13414575159549713,-0.09160102903842926
SP:4d5619045e8d9b9bfd895019d31b4b37b2a0e6b9,0.04141918942332268,0.08150554448366165,0.4023570716381073
SP:4d5696e0b4e9d1d9156d0d0977903b16c9393e6f,0.28877100348472595,0.15599128603935242,0.1725270301103592
SP:4d60f820ffd5957c27b781138cf865ec86112d8a,0.15467610955238342,-0.04684940725564957,0.02488379180431366
SP:4d757e1835bdf4583b1eb58372e22a7ac3670a59,0.27698564529418945,0.2152310311794281,0.2758558690547943
SP:4d770cdb47df15333de256052add8a4639294809,0.18156728148460388,0.12245219945907593,0.09900648146867752
SP:4d996de760a12de3340883269c88cb7b31268ca7,0.12748581171035767,0.15257056057453156,0.17858447134494781
SP:4da783d4ade4165366dea5151b4a83f77c621372,0.17327184975147247,0.10332600772380829,0.1119205579161644
SP:4db61ec8baa4065dc3de3aa4ab613e9efdf9afd2,0.1250980943441391,0.14049206674098969,0.18587303161621094
SP:4dba87ccdc2d76c81af3bdd24cfd0648b4a82cbd,0.09970185905694962,0.27939173579216003,0.12428228557109833
SP:4de518e87222994044b2b20fa28f683109351078,0.22975340485572815,-0.027727805078029633,-0.028238831087946892
SP:4decc5ce6b1e056289f45b1e2f48e831a82e314f,0.25611448287963867,0.1169721856713295,0.20485582947731018
SP:4e00b0efeeeeaab2a1fc34c5c0269622586ede05,-0.007747313939034939,0.09313128143548965,-0.012611767277121544
SP:4e1375c20f52c1e61797922106f3aaafbaca878d,-0.039531536400318146,0.005049156490713358,-0.18500283360481262
SP:4e44ac32fd3e11ebb9bc927e95bd1587e6818473,0.22188672423362732,0.2195872813463211,0.2108232080936432
SP:4e742c63860ef00798f23d647b46af94de0abad4,0.2000514268875122,0.23030786216259003,0.341158002614975
SP:4e8c0c3cebe3d72301171e65dbcb12229d0239a3,0.20914392173290253,0.16906745731830597,0.13588683307170868
SP:4e9236791b2a9f6f3ee97590ca2f572bbc657719,0.15826988220214844,0.18341784179210663,0.22630582749843597
SP:4ebb806b7305e6efec952bfae442949d1fbbced8,0.20435717701911926,0.11663597822189331,0.16289418935775757
SP:4ec13fd58b0cea4ef01b329c45b6c0042bc9f951,0.17076192796230316,0.13996939361095428,-0.04441753402352333
SP:4ecd8b71c57289caefdaac759e6cbded2f10a6bf,0.17222648859024048,0.2572852075099945,0.15210050344467163
SP:4eda10de68d61d68c941a6f7f41247869f5fab11,0.13330452144145966,0.1337519735097885,0.12936994433403015
SP:4f1503d9f88b01bd49fa850b5325a3185fda28f5,0.15751200914382935,-0.0581866130232811,-0.11866701394319534
SP:4f44a9285670f8355549732887414ec04bcb7399,0.22978271543979645,0.18566784262657166,0.218069389462471
SP:4f4d66fe53cad3ee407f4f7cf3092d7bc3c355b9,0.1315065622329712,0.3029836416244507,0.16852429509162903
SP:4f6e7c3bfce3e7d106fc547ff4be67768f8be78b,0.23031704127788544,0.16100053489208221,0.3793376088142395
SP:4fa26b361c5376c7a3637c868220eae450c34cc1,-0.00191660993732512,0.04284137114882469,0.1897694617509842
SP:4fdc029cadccfd61bb1a94b2c9bfadd0d234e7e4,0.24684149026870728,0.2089051902294159,0.3329755663871765
SP:50240aea2dff033ce8a4c1b7e433efb5f7b741f4,0.11259862780570984,0.08098392188549042,0.19790031015872955
SP:502b85913acd50d279e0794db625c62654106ee5,0.1078348308801651,0.17486178874969482,0.16125304996967316
SP:504b1bdca3f9232f67e41308f66441c6d16b3df8,0.31771615147590637,0.13014794886112213,0.056143924593925476
SP:504ee69e2327b3ee363f1c9eeb779654c8e3925f,0.3819718658924103,0.212371826171875,0.26553717255592346
SP:50cdadbc20413259de4443930c22f8c4cca4d248,0.10595035552978516,0.07276231050491333,0.05312015116214752
SP:50ec6bc060c4f56d33c4d7a88ec2264d657de221,-0.020519768819212914,0.0037724762223660946,0.0019519261550158262
SP:5151342951a6f73a48a455b9b99a7765a61bc1a1,0.22781242430210114,0.17443834245204926,0.02810957282781601
SP:51559adabfdad668192c63a9062ac70dcac9afc4,0.22018800675868988,0.1460045725107193,0.42456990480422974
SP:51618e5acaca81ef11af62f3f3510f333692707f,0.0546828918159008,0.24051177501678467,0.02298872545361519
SP:51631c23c9d614841c7100de9430c396c1e7cfb9,0.1304488480091095,0.15615974366664886,0.15924814343452454
SP:51b7504b4258e8aae8e2c5857beaafa90bad7634,-0.09152369201183319,0.003134665545076132,0.1736317276954651
SP:51d51aaa3e8df733f5aa3ca3c56dcddf5b3259c4,0.2504260838031769,0.15180808305740356,0.16427117586135864
SP:51dd82ce16e3988076449dcea9dfec14a322d473,0.03292069956660271,0.1053641065955162,0.22536924481391907
SP:5205ec0f5100c5a88560b69b73f3ffbf25c786ae,0.26757633686065674,0.04408379644155502,0.14796815812587738
SP:521ad04e32aa06103a833edd8e0158a99653c07f,0.1801062524318695,0.1717320680618286,0.11164402961730957
SP:52513c470ad61655d8a64759b737c37f14a3fbf9,0.34371134638786316,0.44327512383461,0.346197247505188
SP:5252a47e41708a6ebf8defd2333928ef761027d4,0.18028776347637177,0.13022035360336304,0.2254554182291031
SP:527729d7c95795a8d9a858f6d4a726bbbddc48b5,0.11146710067987442,0.20327331125736237,0.09082513302564621
SP:52974d3e478739f6767a172e2def59c96fbd9551,0.2132575660943985,0.10902109742164612,0.18357183039188385
SP:529dd8f14cc4459b84dcb6a2eb5a35a520e10124,0.19365812838077545,0.3398043215274811,0.21941882371902466
SP:52e55cc67167928772b084db456b00afbefb4e82,0.15464821457862854,0.24564746022224426,0.1826818585395813
SP:534e5ca73a787b8d736ae1ffe230a2ab9511f585,0.21449291706085205,0.09956836700439453,0.13149315118789673
SP:5363b2718ed0168fe5a24e0e6a63c62b20c47c6f,0.16081230342388153,0.18505722284317017,0.20349721610546112
SP:5376ae285379d9657827a21b8fca3636c4c144af,0.255055695772171,0.1425478160381317,0.2604202330112457
SP:53d2472985aefa5cfb31cbedd27a453a124c6938,0.0712370052933693,0.09849333763122559,0.15914855897426605
SP:53d7e5ce8efb0a13251c2bc48c1bc96b2aaa0225,0.08381804823875427,0.18557001650333405,0.07807810604572296
SP:5404aa9f7dfb70080947d9629768cb39a25b84ed,0.08681462705135345,0.015628475695848465,0.24258165061473846
SP:54383f60863043b30fb83cf5d5499165fed5ae8a,0.2728712856769562,0.15755119919776917,0.1812109351158142
SP:5457f3f9cd617890e4bfc49c23aa02f7e240709a,0.14883127808570862,0.031675804406404495,0.17284205555915833
SP:546063159857cd555f3ae07c76e6073fdff87cbd,0.054549042135477066,0.1289486140012741,0.11348400264978409
SP:549a05961273d87eec90b8600e42a93d6320f088,0.2651953101158142,0.1451357901096344,0.18460412323474884
SP:54a02bbeb448b1ef834425f9618443a9ba8d8859,0.15998272597789764,0.13186043500900269,0.16159561276435852
SP:54a572608ba7ef8b5fdb0e6af0c4c5382086e592,0.09139266610145569,0.12409935146570206,0.08703747391700745
SP:54b8e490c922c62392b4b475ceec8b8d3ec65c7b,0.14624296128749847,0.11994369328022003,0.1271986961364746
SP:54c0b0cf8c3ec81f0fa33f6b2665c461bc332e9c,0.008838231675326824,0.06709618121385574,0.17915165424346924
SP:550821ee22813b4bb2859b00104eda8cb1b3d603,0.27274733781814575,-0.017758749425411224,-0.027403250336647034
SP:5516bdbf736fe8510fa6f97f601f9fb8fd53a926,0.1907237023115158,0.19558851420879364,0.3647615611553192
SP:55498a52c714b215caa9902e24f67daedf1f6bfd,0.14726324379444122,0.1854679435491562,0.13560783863067627
SP:5555557cae004b0c784305bc3a9d25801bdbe7f7,0.1677028387784958,0.18792065978050232,0.06809350848197937
SP:5572c9ec0c643b44fbc4b2d6f6b23d5f6d4985c4,0.2580190598964691,0.18595778942108154,0.2523638904094696
SP:558d63e97493a29608da9b7700ef586c0047d592,0.2924230396747589,0.2053004652261734,0.2246643304824829
SP:55961f4b6b0f58a8504258968e6574e1493d63d0,0.22332444787025452,0.3060780465602875,0.1279911994934082
SP:55c2546fe6a0224e15fd59494d09f06e1a929407,0.039450664073228836,0.12449100613594055,0.12670215964317322
SP:55fb72e47c1b7ed3d1030f8fd81e9607b303a86d,0.054666999727487564,0.2666122019290924,0.0844530314207077
SP:560b873206fbcb949a6c582ea5e8169e0fc9dec9,0.28867000341415405,0.35891249775886536,0.28419649600982666
SP:5620446769f9eda800a7f515d59ecaabbd7a6d24,0.12410711497068405,-0.1060001477599144,0.012245184741914272
SP:562887b7174cc410c76f5e5ec98de3c5c981048b,0.06084592267870903,0.07481065392494202,0.16211335361003876
SP:56347e78cf47b8eaf87bef52c8649f5dcd92c31b,0.2645416259765625,0.22035223245620728,0.30076757073402405
SP:563b0ba14eaeb48c5e3dbd4215ef82592d0d1ab0,0.1585799604654312,0.29229873418807983,0.11593989282846451
SP:5673c9674455b8bb3017bee4141497f061f222da,0.15600788593292236,0.16633646190166473,0.2930446267127991
SP:56a7f87bdf612da638621f981fe46af299898566,-0.04236495494842529,-0.01611054316163063,0.23471815884113312
SP:56db08db1bd4faa57cbe1c8715cce90a350ff070,0.06474588811397552,0.08191980421543121,0.2029314488172531
SP:56e8c2507b149970645aec981cdca632a7eed94a,0.1760713756084442,0.1704825758934021,0.2553254961967468
SP:56f3c023854c02cf90bed4c107cd991f2bc83ed9,0.22343356907367706,0.1314115673303604,0.07954796403646469
SP:57537bb5afa0bec114e658144051ea582e79aa84,0.02020898647606373,0.010263239964842796,0.14947015047073364
SP:57889495f24595224d0321ffef111d9de40e421e,0.1518038511276245,0.11744260042905807,0.10891126841306686
SP:57b2931bab15c4128f1a082a968f96e2e0db9eac,0.1551426351070404,0.18133842945098877,0.30987489223480225
SP:57bc377ab98743466ca4f517e85bbaee607db5c3,0.20692041516304016,0.1883825957775116,0.12770584225654602
SP:57e78a5f5d7625c306f6ddd69a13df6a00d562ac,0.23663511872291565,0.20265281200408936,0.20156718790531158
SP:57f42822eeb0414bc7d470f31e68cdabb5002b0b,0.20880700647830963,0.20426146686077118,0.1523289978504181
SP:58187c57d4c5a89c9386e9743d87aca01d9b6a22,0.11196117103099823,0.07351949065923691,0.07820595055818558
SP:584125ae419aab520f6a1a5ca806e23159641273,0.05549728497862816,0.20737247169017792,0.08692269772291183
SP:584f7ddab9fdabda0843cecb46bd461811c66e3e,0.08546166121959686,0.15882152318954468,0.08568274229764938
SP:588275715836271b46b7ae27b0ecc76a5f50ba5f,0.13831764459609985,0.07213862985372543,0.11023315042257309
SP:5890c28434ab0e799c74425346da950c59bc1cc7,0.13707275688648224,0.19326293468475342,0.15268640220165253
SP:5894891c7f473c2041db2909453f16354c9b1e64,0.09257575869560242,0.17862437665462494,0.20950274169445038
SP:589b0f00675032f1f10436dfb452c5ea3fa5a7e0,0.1590418964624405,0.2545277178287506,0.25588032603263855
SP:58c220b21af74c85e23004a9bad82e4d0dd7333c,0.006194107700139284,0.08142925798892975,0.03618638589978218
SP:58ce187d0a0ffb7bf0697c4c3b6f2fdd989596c1,0.20123980939388275,0.2203928381204605,0.25973260402679443
SP:58da1d16d8b47efb2d02dbc533ee898a5344c643,0.02991599775850773,0.2258947491645813,0.07508505880832672
SP:5909c76cef387e0e626c8ea0dd165a7b32d896ac,-0.11357865482568741,-0.06814966350793839,0.1003202497959137
SP:593fb6284ae338ae1536f86715e3b09f62b09e9f,0.16631491482257843,0.16438347101211548,0.3625020384788513
SP:595c08d1087d526e68a68e6bf29c8562ec0af5a7,0.03442799299955368,0.08054176717996597,0.08271653950214386
SP:59af34bc83c862cddb84840001c21d0f9f6d8719,0.12761931121349335,0.00789634883403778,0.058548249304294586
SP:59d57b9cb0842c860bfb06c7c0ddf7065fc384a0,0.2515812814235687,0.31117066740989685,0.34255439043045044
SP:5a861d2cf736642ba20a96cff96222706e7b4050,0.23375684022903442,0.14715799689292908,0.2692185342311859
SP:5a9fa43a1c33676aa5f2c8391594ef036aa48403,0.22444678843021393,0.2941429615020752,0.3158842921257019
SP:5aa4eabc8ffe58b7e579e97ba6ac0b01f4086ec9,0.10096794366836548,0.13631309568881989,0.13872908055782318
SP:5aacc8771dfdabc446482c3a228aa405e1b56f48,0.28976938128471375,0.314075767993927,0.41807666420936584
SP:5abdd0ea2b0fbde48840e71b79f8ec7b2777a1fb,0.29129505157470703,0.2196706235408783,0.17057828605175018
SP:5ac1b9c289c44b484cb9104694bc67bf2e537c30,0.30110058188438416,0.2467772215604782,0.20589378476142883
SP:5ae0998f30b7d1308c97b68fc8f840a6de3ffeee,0.2464682012796402,0.054061681032180786,0.11746802926063538
SP:5aefbc73adb97f8ad3aa65edab1b38e96b9e8f3b,0.14109385013580322,0.17335273325443268,0.2773320972919464
SP:5af29ac70568ac6e8afb37add204d02b534880fe,0.22524316608905792,0.31712883710861206,0.23581118881702423
SP:5af68989f4c73daaa404f51a5a399fccef82f3f1,0.0667472556233406,0.23583026230335236,0.24365420639514923
SP:5b583f36e9bb543fa9a6333a94d6b8f01b331b1e,0.19766581058502197,0.23589983582496643,0.16039592027664185
SP:5b94bea33a195dd84d2da162a9ea7bedf72d2389,0.3240780234336853,0.1696138083934784,0.13151751458644867
SP:5ba35e0a4298fdf9281097d9eca8f2614ab526be,0.14026179909706116,0.24240154027938843,0.18683256208896637
SP:5bc0b94b888a61882f4b3dd3bf52a0dbaad8e900,0.15635398030281067,0.13339492678642273,0.3297936022281647
SP:5bd70fd49dc0c10d0554b4077e5a4f11d61446e4,0.22942249476909637,0.30954962968826294,0.29623401165008545
SP:5befbc70f6d419de1bb44d1fc59531ed85b069bc,0.19772478938102722,0.31908395886421204,0.2301454097032547
SP:5c0d47122e86e1ee00ef63249d1458b5171970b8,0.06807832419872284,0.10169439762830734,0.13219770789146423
SP:5c3eeddda72036e751bb34ec4ab65d37cdf801cb,0.08524481952190399,0.03664090856909752,0.077145054936409
SP:5c52d6d7c8754492dbfe1d786a7f15b76390c1fa,0.23536232113838196,0.15912631154060364,0.29894137382507324
SP:5caa3bde006d789b0923b849c79ff84fe8a5e3d4,0.18103788793087006,0.24698735773563385,0.2512853443622589
SP:5cac3531e5c3dd33fa262a82d70eed4f806b0012,-0.0024241036735475063,0.13677363097667694,-0.002573138102889061
SP:5cb93ed29b8b902540fc167a18bebfdc61b29c64,0.045763786882162094,0.24236410856246948,0.040770430117845535
SP:5cc5829d4bb1ae6c63d686f6e1fad1fd7fa3d433,0.18284642696380615,0.2937551736831665,0.13734257221221924
SP:5cf802d45ad504d98403d2c1e21922603ab1e08b,0.14063438773155212,0.2351754903793335,0.11737090349197388
SP:5cfd3e8b1aeca40406af37d08743ce8dc2f9c8fe,0.21550260484218597,0.17247582972049713,0.17192772030830383
SP:5d20ed1c49f3e33478b433f8b5865c9b04754f21,0.15062463283538818,-0.1726216822862625,-0.17386692762374878
SP:5d247654e1c4c8481ea85056416ebdc88ba1a77f,0.3612772822380066,0.2702123522758484,0.21903494000434875
SP:5d61f3e5e1e833d46a8a53322611f7c5d825e7dc,0.11671296507120132,-0.023529062047600746,0.054753173142671585
SP:5d64a79d6f03427139d8b3d23797373d5d9bea2c,0.21427148580551147,0.16525472700595856,0.06812494248151779
SP:5d66cdccf019601b8968dbeb82b6f2f3e0ea5e0c,0.15699215233325958,0.24439866840839386,0.20910967886447906
SP:5d6b2f3781f71ad8468e17607662fa1702ae2125,0.16711623966693878,0.27429065108299255,0.13304035365581512
SP:5d734888b521bce85cf4aabd837deb56a657112c,0.11088014394044876,0.08037295192480087,0.007448185700923204
SP:5d7f8fdb1feec08fa2f38f5478adde482a803889,0.37922143936157227,0.3029409348964691,0.1672094762325287
SP:5d92df04ac10df3f758eb86ec74fdca197fa25a3,0.137424498796463,0.15959353744983673,0.15021850168704987
SP:5d9c3dca9bf4570f1fabb4c8e2b5f3084f78546c,0.225865438580513,0.021967733278870583,0.19228044152259827
SP:5da3a77d7a39f473d68b352dfa6c3dbf99e51555,0.2949424982070923,0.17742009460926056,0.15896031260490417
SP:5de92daab2013fba756730fb21f1a57510fe2bae,0.06403002887964249,0.07993962615728378,0.004426178988069296
SP:5dec8d0adcf8c872e688e019a3136173bcdbcab7,0.07114271074533463,0.09709057956933975,-0.038129836320877075
SP:5df285bb47ee75c7a59579fdef2004429859a563,-0.08092847466468811,-0.0832134336233139,0.1983880251646042
SP:5e213df9951f2330dae74e3fb2a8b96cf53903cc,0.19339855015277863,0.14431928098201752,0.2950403392314911
