,Bert_Rescale,Bert_Rescale,Bert_Rescale
,1-2,1-3,2-3
paper_id,,,
SP:0d10eaac6836b37a301cbbe5213610a0a5d1e18c,0.03822483867406845,-0.08818701654672623,-0.08536242693662643
SP:0d287a068663686cbed985016f6332304340c33d,0.20887482166290283,0.16595010459423065,0.13094785809516907
SP:0d4b0bb6c573a490afe7a4a59c8fd4b3ff38fe7f,-0.004666682332754135,-0.10617884993553162,0.08975222706794739
SP:0d6f7197610cdd1d9afc41a0e02091f07af2524c,0.09057792276144028,0.15361909568309784,0.2775658667087555
SP:0da26728efc61af9be3b15caa90317fd587c5e21,0.11879979819059372,0.28780439496040344,0.16552454233169556
SP:0da86e4b9fc91fda809ed58dbe8c8f0019f8bd1d,0.29756614565849304,0.07867389172315598,0.15296150743961334
SP:0db78b7b4bfc69165556ded9fa3d191cc7a54e48,0.12659619748592377,0.2154492884874344,0.17187191545963287
SP:0db8d85991dcd399d4308412456a5d41e6584657,0.06125064566731453,0.04529690742492676,0.10404963791370392
SP:0dd5a89f8517f0d5e91eca5676379bbf50cc0a88,0.12209197878837585,0.12495718151330948,0.18874070048332214
SP:0e327a42dd51e05e6a90128209aa5367937b512d,0.2430446445941925,0.33670496940612793,0.25586336851119995
SP:0e3c77cb62e9e6641dc49dc5644392c6406d2724,0.07425689697265625,0.09593362361192703,0.11390426754951477
SP:0e4c5480365af54778341e8a492b55da1eea43ef,0.024572303518652916,-0.030925333499908447,-0.06848587095737457
SP:0e92cc56d37e6de4f8574a28a9f94d85423730ac,0.19181285798549652,0.10952647030353546,0.13460874557495117
SP:0eafd08b742945d320e4ece59ecc01a4cfc3afa9,0.11347164213657379,0.20752644538879395,0.17199799418449402
SP:0ebe84ded7c6cdc47ff9516dce70073e96d73c0d,0.14201560616493225,0.1606537252664566,0.14488716423511505
SP:0ec5866ae9a01068c39ad9797783f487587df20b,0.14214874804019928,0.0758461207151413,0.23262037336826324
SP:0ed2e66badf6ee07ef847cbb4bbea2f566de6ddf,0.13534756004810333,0.06398800015449524,0.12448782473802567
SP:0eede4ba689ac33b1a0cfc19cc657026f2556691,0.18313142657279968,0.22072376310825348,0.15064512193202972
SP:0f623b0a5566730ce777a651f1ce9e4162b1575f,0.17259590327739716,0.2243397831916809,0.2558273375034332
SP:0f65fcb656c7ea471f50c8d3f6851f8c2c2f5ed9,0.13283516466617584,0.13677822053432465,0.10048341006040573
SP:0f708eb86de2495c91df25d36a9dec0cb03c8c62,0.21780699491500854,0.09588488936424255,0.07847858965396881
SP:0fbc071cfafc8162c5a47c06af4234df08b388f8,0.24418607354164124,0.1562713384628296,0.11277097463607788
SP:0fd97bc987bb46c31387da1cfedecff4f5deda9e,0.19739176332950592,0.061887044459581375,0.13602598011493683
SP:0fdcbeecce9bfd4c785a2c0ed731bd60eece30f8,0.10325078666210175,0.16078439354896545,0.09402548521757126
SP:0fecf4c0855e1df5c18a5e7421063da7358be5ee,0.14662472903728485,0.10496856272220612,0.2605339288711548
SP:1048f438e03a329c86fc6bb87aed557682ba4bb7,0.16709505021572113,0.3185330331325531,0.07329452782869339
SP:106aaffe0056690cfcf8c42f89388627584a5ca5,0.11198306828737259,0.13823819160461426,0.07594500482082367
SP:107ee010443de3f372607fbb6ff39c887f8b2c27,-0.2645515203475952,0.09079017490148544,-0.17141775786876678
SP:1096a739cad46656d225fef19aa91af3a6553927,0.1675824224948883,0.18706883490085602,0.24327950179576874
SP:10ab18741e688057c659201f21972b830661b459,0.04089474305510521,0.3268510401248932,0.11452335864305496
SP:10e1059bec652c0e32382354184ec6ff944c0d38,0.08578692376613617,0.03241214528679848,0.08018188923597336
SP:10eddd02d33abe6fb79ae043d763f8936df81a01,0.13839958608150482,0.19541051983833313,0.14177262783050537
SP:10eefcfc059363de145c70b8e711c6583c599ed8,0.11518730968236923,0.1880756914615631,0.2913731038570404
SP:11350e56b0265ea88f5e9c0cb21acc70f699114c,0.19197319447994232,0.1585153341293335,0.25765424966812134
SP:1138b5cfe53a5ddba9aeeb3c2b495ddf4b638708,0.16038885712623596,0.20303493738174438,0.18561910092830658
SP:1140e5d2d518746eb1c642595c7c3e36f196c106,0.17896023392677307,0.09592055529356003,0.267215758562088
SP:115075f2db37af8774161309c9f6c2acc04542ff,0.27569907903671265,0.27420058846473694,0.22355011105537415
SP:116bee9ffa515280700cc36ba8ba960934fa94d0,0.15290994942188263,0.21545210480690002,0.19335900247097015
SP:11a15d8d939a0ce8b709e47217d56f97b23e1373,0.1790301650762558,0.0805823802947998,0.12951897084712982
SP:11a76fcd616bc049a1288a2e8948aa4a4ca2f736,0.1554788500070572,0.11919816583395004,0.17848064005374908
SP:11a820faae032646dbab551a349655998c9a0286,0.11954250186681747,-0.07466762512922287,-0.04670814052224159
SP:120856383ad17be981fd54b36b0251821ca0986a,0.1051952913403511,0.12878121435642242,0.24441951513290405
SP:121aa1ba84bd06178156dc6e2329827ae08431cb,0.04520826414227486,-0.016873372718691826,-0.0029301848262548447
SP:121fa4d034d563334ba12c898c706377957fabad,0.329877644777298,0.24016568064689636,0.37663206458091736
SP:1220a7f9fa8c7813175225c81efc9e7c55437c2b,0.0961504653096199,0.08673269301652908,0.15270334482192993
SP:12417dbe98e0b18a914f0646d7f3095ada239560,0.09989503771066666,0.2969781458377838,0.1729910969734192
SP:1261cc183f3ea3020d372f3317934ad0b9a5e035,0.10736653208732605,0.26208361983299255,0.134713277220726
SP:128ed410c7939187782d16f749728d2c95248f9a,0.16448412835597992,0.2793172001838684,0.19397032260894775
SP:12aa18f08f6689643148bf4abeda601e2cbaa9cf,0.014433376491069794,0.12349120527505875,0.0562555231153965
SP:12b9927673c6afbd5467fb84f99a4bf4532ffcf7,0.10041666030883789,0.12376561015844345,0.016342569142580032
SP:12cb2675bf50cbb33187941a81e0f25af862b756,0.14337457716464996,0.149514302611351,0.11311212927103043
SP:130edf4baadc68f66563e4f62d48075e1944b3af,0.13240042328834534,0.30961674451828003,0.18352697789669037
SP:131084bc72c0513e72f8514d48e27b0bf2cd66d1,0.1247519925236702,0.28163713216781616,0.1237829178571701
SP:13162e80e8792affe9dc33538a6d5e0802a437ec,0.12799367308616638,0.2964123785495758,0.0711868554353714
SP:131c1c0ced6345fbb89f3200a33a95e6cf2b4fe1,0.175369992852211,0.2768320143222809,0.1736147701740265
SP:1331dff3e6a80781fe52f5875f61549682a1bb90,0.2574462294578552,0.22760264575481415,0.20542407035827637
SP:136530dda64b2bdd8acfd644e5625206e3aeabfc,0.08734861016273499,0.0953025221824646,0.11666104942560196
SP:13b833179b9d5ac0da30b91c0aac879796f6c3ca,0.13622304797172546,0.12950095534324646,0.12503311038017273
SP:13d04ed9a736a563a55edaa4163b30ca51f2d0da,0.12637653946876526,0.160514235496521,0.09039533883333206
SP:142cae927407616fb57fc69c736a4d91ee1d58cd,0.25841355323791504,0.25253623723983765,0.19246655702590942
SP:149fb029243e0009f79d6ba3cb2ba9ac31827c41,0.2722080647945404,0.17632423341274261,0.23945264518260956
SP:14f7e74884c8afd4a5d68b92f6a21426b2b78ac8,0.1178741604089737,0.16673552989959717,0.06809033453464508
SP:14f9431789cd208b8bb653b9f7fe5f3ba5962128,0.1889020949602127,0.1399669200181961,0.12741978466510773
SP:152173969a7952bb0cacfd1817ef24adae0e197b,0.25669506192207336,0.12163710594177246,0.1315404772758484
SP:1540df04a5892081e63cd38c3ad5a6b098ffaa09,0.051453933119773865,0.25738725066185,-0.05071158707141876
SP:1547a102dd07cf55533d46ec741be79f7d2d5140,0.3340756893157959,0.36746466159820557,0.2727862000465393
SP:154f672ce4fdc8c020389c9d043c4c00f482c630,0.1743878424167633,0.04863499477505684,0.0240902379155159
SP:155a39c94df337b1fdf5f84cccf321b03014f013,0.15651395916938782,0.07955679297447205,0.08738886564970016
SP:15903b7b0e32479246a567c5d85d583359b070a9,0.11095359921455383,0.15376989543437958,0.18467192351818085
SP:15c776b423596e69d0ed92988d6e3c48ffbe8d0a,0.01287875697016716,0.020073726773262024,0.13558629155158997
SP:15f7c106dd10ec4e262b6abf877144a2ba94c46a,0.17601345479488373,0.05613686144351959,0.16855643689632416
SP:160155ba86f84db90f7f59c342fc9991498e37ed,0.22953973710536957,0.1151290312409401,0.2462446540594101
SP:1653be2aeb4a22e0771305d1b18024e3b88c275d,0.20321187376976013,0.1179589182138443,0.2373400330543518
SP:1666661164a4d5b154c57819e472d3e7abb57841,0.18433111906051636,0.1000295951962471,0.07176745682954788
SP:167245edd1f27c86e6f8f9fa6edeaebdedb9307a,0.2998182773590088,-0.13009709119796753,-0.07245788723230362
SP:1676af08ba2395fab80517e4ebc780a221431592,0.3002699613571167,0.19564184546470642,0.2265915423631668
SP:16cb5a53a106fc9e986263c9414d2829c7c1e0ae,0.1757623553276062,0.2035597264766693,0.16087976098060608
SP:16dd5b0ec5e070f0875e405655998c20c5d6429c,0.08971020579338074,0.04117303341627121,0.2935542166233063
SP:16fc080356fe7672b56be8755b3ebea5aa1c7471,0.13515084981918335,0.10230713337659836,0.18326281011104584
SP:1714f3e237ab8ee962dcb5e1378d99e70838d0ff,0.19217520952224731,0.11048424988985062,0.08930300921201706
SP:171ce7bd037e584c5437d09dc43dd90f834d9dd4,0.060340192168951035,0.04232398793101311,0.09165436029434204
SP:174fb95603efdfe578729ca4e25efd240ac151fa,0.20421484112739563,0.18460093438625336,0.2582913637161255
SP:17521f58cf88c724ecf5434a8f1721c5096f15c7,0.3197856843471527,0.3100655972957611,0.23461361229419708
SP:1782ce075c1a1fd05fc7b3add1228735a3eb8d17,-0.03732074424624443,0.05953004211187363,-0.0433439202606678
SP:178a08461d9d2b09b0c845d2a76908eb31d874a3,0.23443244397640228,0.13504913449287415,0.09133686870336533
SP:17a9ff5184de391ff498d72f69ec884c2d5927a8,0.07996752113103867,0.24596107006072998,0.009744091890752316
SP:17b45c5e40ae4db57652b45cc1c533c5ca08523f,0.05546126142144203,0.08993799239397049,0.17270715534687042
SP:17e475950f72d3ffb95b6bd20cfc0c068b34e4ac,0.18006810545921326,0.10253563523292542,0.1120854839682579
SP:180a3655362d9a341066290d445f7c7fb48b2585,0.052801597863435745,0.09165859967470169,0.06063826382160187
SP:181689080f5bce74c54b4c18f759ba61211ee583,0.1710529327392578,0.06586788594722748,0.2066039890050888
SP:18578c6105c62da1f190e8326f57d4098576f2a7,0.12513375282287598,0.03140775486826897,-0.012964222580194473
SP:185c4af81e8f30736492d545569f782fb05bf81f,0.13612698018550873,0.16366443037986755,0.3478069603443146
SP:1870f22eafe666574bac3212887c07591aae5a2e,0.07018952816724777,0.0545179657638073,0.08141301572322845
SP:1893217add677f4477e46cc375a05a9cfb0767e8,0.257602334022522,0.2642862796783447,0.24496620893478394
SP:18bbd41fc7880e1387c645a198b83ac7dc32c1b1,0.062151916325092316,-0.049073975533246994,-0.00012607882672455162
SP:18c6152c637fbee992eec18f692e76e289c08caa,0.2585248053073883,0.2012733668088913,0.1849074810743332
SP:1900953ddd9c790b2f383390036a160e0144c992,0.3649706542491913,0.25914105772972107,0.32865995168685913
SP:190acb66158e1452ce98d14ee1c2048b019c46af,0.10210124403238297,0.29719531536102295,0.1464439034461975
SP:1916e11c86e6a0c6d5d2ec757fae047e4f4479ee,-0.024265404790639877,0.04059985280036926,0.0071942624635994434
SP:197f4621a7c56f36f071154f5ddd8e4e018a212a,0.08464833348989487,0.2018377184867859,0.07168304920196533
SP:19b4a9974571084ae3fb7702fdc6171045c66a60,0.2778611183166504,0.11531020700931549,0.11415784060955048
SP:19befe24dec41f830a621fd7b91ea9355297b791,0.011835163459181786,0.053551360964775085,-0.03218117728829384
SP:19d0d6d651f83f8f0eeeae61357264bae7e1b204,0.26893743872642517,0.2685895562171936,0.27927377820014954
SP:19f41bc9eb1bbf1d81bfac0999ed8f849756c3a3,0.3251756429672241,0.2899208962917328,0.46230489015579224
SP:1a201622459f5aac2d8372f9c90d53c42b91cd90,0.14612959325313568,0.04303490370512009,0.07518041133880615
SP:1a2313cdfc69d8feae1ca20ffce030c5412020f6,0.3503952920436859,0.30407243967056274,0.2846764326095581
SP:1a4a9d9e7677e56afd88997ab0da2d64303b499c,0.19403494894504547,0.20448078215122223,0.19622313976287842
SP:1a551df3f7e4ce35f6e8d1d383d15ea75130b75d,0.16893503069877625,0.25047552585601807,0.1048707365989685
SP:1a7841538e2d15553c61fbdb9fa6ac0fa4f53728,0.10508475452661514,0.15352268517017365,0.10286089777946472
SP:1a7abc172681588b8eb887216830d814a89c8cf4,0.18263912200927734,0.34376221895217896,0.07326769083738327
SP:1aa380bb24efcbd1b98d8e11e2d912d2686248b5,0.01698744297027588,0.07186315953731537,0.17461881041526794
SP:1abc8731d94f1f06bbf4ac89728edaa9bda39313,0.043049030005931854,0.20945152640342712,0.039887525141239166
SP:1afe40ccf44b95a44c5806a59d736b486591debc,0.3470158874988556,0.41573837399482727,0.31942617893218994
SP:1bc099dbd677ce9549d6a6fff0532e1b9c10037d,0.2668682634830475,0.21582645177841187,0.1498452126979828
SP:1bc9c8ea6302a6fc0286fe4dfade669907053946,0.12771254777908325,0.03796844184398651,0.16140420734882355
SP:1c6c303cf0e86c6f51152a2b73997c50789269a2,-0.008817748166620731,-0.07385499775409698,0.11560933291912079
SP:1c86e7a69d07749162b122ad59db49b0ee5516fd,0.08885413408279419,0.08061593025922775,0.1823834329843521
SP:1d19806a53d2a4ba374632f10a3a3dcebe4122e0,0.146818608045578,0.34617501497268677,0.18268786370754242
SP:1d1cc09adf7dcae73ef34aab3b9a66e3823a05ed,-0.08890923112630844,0.31511300802230835,-0.15229298174381256
SP:1d1d629d1b7cc7a2867aa1cb2f405650a97bae52,0.18568620085716248,0.04277285933494568,0.04569951072335243
SP:1d242517748c52f2be8f0613316cda3a54d1d2f7,0.07904541492462158,0.20914463698863983,0.021844834089279175
SP:1d2c3c3ddbec2a4ac8fbecc68d187d748d625f19,0.09286676347255707,0.20319703221321106,0.061445944011211395
SP:1d603ff582ea30c9a448dab76155141a614f1d35,0.033783119171857834,0.170319065451622,0.02169191464781761
SP:1d660d8b2497c51b08143c85a1969ddd76da2bc4,0.1957799196243286,-0.09505636990070343,-0.09335200488567352
SP:1d9f7eccf05e8dfd1e33e23aacb36df247ca909f,0.0684124156832695,0.14296631515026093,0.0879567563533783
SP:1df24e8b97ffad63accec0ed8a3477c211601fd5,0.29025182127952576,0.17999182641506195,0.11314285546541214
SP:1dfda46dbe3bbe38868402568e33df37e4fcf91d,0.08609417825937271,0.15176959335803986,0.1437521129846573
SP:1e459fa0fc602c70167f3e3d8e75788c32400722,0.09266863763332367,0.039441127330064774,0.27699199318885803
SP:1e47af9d02e5b593670ff088c4a8a7dc9dd5e3cd,0.022819913923740387,0.2748613655567169,0.05223194882273674
SP:1e7159e897b786fef0cd494a49191673fde611de,0.021108491346240044,0.077175073325634,0.015467081218957901
SP:1e8c197e57285e0fc7e05a458f8bf1513aff7a47,0.1997099071741104,0.23278388381004333,0.13802805542945862
SP:1ea16562f640042a1f0bd73caf762bd756103b4d,-0.0006508774822577834,0.06963788717985153,-0.0313643142580986
SP:1ed95cc628f9f7ffecfd0290865337f621acff03,0.19123084843158722,0.24258270859718323,0.2121567577123642
SP:1f1484c6f9b392bd57d6b006379b173d9d4abc54,0.16208933293819427,0.1749952882528305,0.12285127490758896
SP:1f2bba25f272c3c3ca348e31ce2b1702641320d0,0.30327147245407104,0.15446527302265167,0.10050389170646667
SP:1f68cd6ad079da702a239da2d2cea3ddaea55ff9,0.2628280818462372,0.3537948429584503,0.1497964709997177
SP:1ff5df4aa57ece76ae9fa5e5d957ac3be595e3e3,0.14425253868103027,0.2292003482580185,0.1949280947446823
SP:2006151f6a764ae04370e2b62e0b601a6477f395,0.23290078341960907,0.09790497273206711,0.1843477189540863
