,Bert_Rescale,Bert_Rescale,Bert_Rescale,Bert_Rescale,Bert_Rescale,Bert_Rescale
,1-2,1-3,1-4,2-3,2-4,3-4
paper_id,,,,,,
SP:0a7bad2b9c6d5ef5b21a17593da68605b5befe2c,0.18111522495746613,0.1951756626367569,0.08263424783945084,0.22169813513755798,0.08494851738214493,0.1123083308339119
SP:0a9c33711aa4eb18bf5813dc05cc31e75d267c38,0.09765034168958664,-0.003522790502756834,0.07231167703866959,0.0870208740234375,0.0857720896601677,0.09947371482849121
SP:0af1906dfe307ad9a44548b8235827d647ef9fdc,0.07965532690286636,0.12184511870145798,0.15782949328422546,0.09662158042192459,0.0883159190416336,0.13265469670295715
SP:0b283ef10d97c96319bf75db0ad97fc098c57bf4,0.30665725469589233,0.3644045293331146,0.2516769766807556,0.24950645864009857,0.31744739413261414,0.31295517086982727
SP:0b3fe43c5a747d2adf74f3cb86f2c2bfdaa3219b,0.13856026530265808,0.2738668620586395,0.12923291325569153,0.20954158902168274,0.027945352718234062,0.10117384046316147
SP:0b61336b56382ba8c4dc35750a5c50f4deaed084,0.2015516459941864,0.21848894655704498,0.07808516919612885,0.3027428090572357,0.13428206741809845,0.19439977407455444
SP:0b72f28329c6f2100e523c4e99769731adb34725,0.08168283104896545,0.10866334289312363,0.14787420630455017,0.1570306420326233,0.16227015852928162,0.17532196640968323
SP:0b8c864063a0087697908bbe157243d503b6ad67,0.039609234780073166,-0.014100344851613045,-0.017024526372551918,0.15525317192077637,0.15866896510124207,0.07200266420841217
SP:0bb740b01e14743c55708fa6312deff78032c636,0.150567427277565,0.15625156462192535,0.22497476637363434,0.053013142198324203,0.1238546073436737,0.1794341802597046
SP:0bc6b75f871cebe8e2e93c58e67624d8c1f5dba5,0.11718196421861649,0.10655497014522552,0.09685254842042923,0.0684378445148468,0.10131439566612244,0.08170720189809799
SP:0c5417b62e933b0e58a50af1b3c7a75e4302b673,0.2042074352502823,0.15517547726631165,0.21525150537490845,0.2050723284482956,0.34286341071128845,0.1910468488931656
SP:0c5c8540e7636db4bc233cd7dccb81baf3b544b2,0.06875039637088776,0.051534805446863174,0.05080799758434296,0.19936063885688782,0.26088640093803406,0.15490460395812988
SP:0cec0fd15252ee470adbb46921aff20683b7d8e1,0.07129033654928207,0.0486106239259243,0.09561260044574738,0.1978660523891449,0.15314021706581116,0.13859452307224274
SP:0dea3f71628cdd70483b5e697624e03efd4676c5,0.22844281792640686,0.3147149980068207,0.23981817066669464,0.261300653219223,0.2655721604824066,0.2019062340259552
SP:0e0ecaf4ea28ace6b6a017a61f519cbab16cba86,0.24696439504623413,0.11205688118934631,0.21032878756523132,0.17664065957069397,0.20459307730197906,0.09675224870443344
SP:0e5260915eb4794fb7bc769eccdbb740a2c17b11,-0.012033994309604168,0.062293533235788345,0.16575515270233154,0.08593031018972397,0.09462621808052063,0.23172934353351593
SP:0e6d53ed655b341ffb22f5590fa31fcbadc61fa9,0.1095632016658783,0.12280041724443436,0.06052948907017708,0.152246356010437,0.14116589725017548,0.1088092029094696
SP:0f055d5216d2f27ec775d4d8cc1862c012ccb38b,0.11872952431440353,0.049288343638181686,0.029831944033503532,0.14627721905708313,0.1659296154975891,0.16763292253017426
SP:0f618c712e503eb2d53d634db581fb584bd79a28,0.22048325836658478,0.27307578921318054,0.16822375357151031,0.2224842756986618,0.3101549744606018,0.1468895971775055
SP:0f649b3c923ba73008bdd28730f14dbbffde03d1,0.09760089963674545,0.1508273482322693,0.11774349212646484,0.042616408318281174,0.09667985141277313,0.10534326732158661
SP:0f7d9f9bd9d2a56deece8d6b74c64d3f773a6779,0.13659845292568207,0.24550795555114746,0.18533727526664734,0.2823452353477478,0.1681245118379593,0.24008798599243164
SP:0f80f50532ea9feeb16d6348b4afb12d4f0ab366,0.28087499737739563,0.34142744541168213,0.10475949198007584,0.23655247688293457,0.09331104159355164,0.10232549905776978
SP:0f93be9b6eda975c7696474a4df97114d428c31f,0.1440219283103943,0.10982207208871841,0.17416499555110931,0.37022534012794495,0.12971921265125275,0.10110568255186081
SP:0fe6c2418c05deed8294323df9471fe52409524f,0.17914459109306335,-0.08163020759820938,0.1741512268781662,-0.06497226655483246,0.14175496995449066,-0.0761081725358963
SP:1001b5d5d846040d79d4db97b699e1f6837c72f5,0.20791351795196533,0.10566852986812592,0.27140143513679504,0.07905777543783188,0.25339195132255554,0.19072017073631287
SP:101ad0e1348601c48e98d61867fd41fc2bf5de78,0.2198408544063568,0.10689683258533478,0.2559438943862915,0.10915423929691315,0.1298537701368332,0.09235008805990219
SP:107c3fc3e4ce15641549400935a4a740a34630de,0.1626780480146408,0.14466679096221924,0.14541761577129364,0.19625069200992584,0.20234450697898865,0.13209916651248932
SP:10b51527ae0ecf2887fada1328dd9920f5a06e81,0.25337958335876465,0.2620472311973572,0.11973603069782257,0.15210650861263275,0.07625790685415268,0.19534094631671906
SP:10b5f7e1a8f2c0a32236d2b675c1a2ce8212a751,0.23891054093837738,0.059531453996896744,0.24357615411281586,0.00425065727904439,0.471220463514328,0.00986593309789896
SP:10e833e06ca62549ddb3da7524de4e881cdb60f7,0.0005431630997918546,0.08893395215272903,0.11995110660791397,0.11750192940235138,0.10679052770137787,0.15309536457061768
SP:118c4b71355b95d468197f92495538987b2018cb,0.017640793696045876,0.10217258334159851,-0.04060620814561844,-0.034415632486343384,-0.04413323849439621,-0.02491416409611702
SP:12039ec26a618f159ff3524b3646b246f8883468,0.02272667922079563,0.05412030592560768,0.05650909245014191,0.043796323239803314,0.012163251638412476,0.007085135206580162
SP:12253758a6225e0b5fcc40c7d0cd801d023f3761,0.3142082095146179,0.18280969560146332,0.20308154821395874,0.15442678332328796,0.3332552909851074,0.1097235381603241
SP:1282f86205fb0fa45a27c7c85de35e3124f409a1,0.15912878513336182,0.17360806465148926,0.04779693856835365,0.12659938633441925,0.08850838989019394,0.054428260773420334
SP:12c230492d2eae7ee35227469262f6c0ac6534e4,0.22566060721874237,-0.046695075929164886,0.18152596056461334,-0.03635449334979057,0.3297226130962372,0.009956695139408112
SP:12f877aedfc97ccee901c35dea872f72329bf5fc,0.009581283666193485,0.09523966163396835,-0.11073005199432373,0.032853949815034866,0.1084083616733551,-0.09430696070194244
SP:137d11a5ef308cba0e3cf35ed8bf93e45a49a383,0.2315361648797989,0.16819162666797638,0.12462485581636429,0.21053220331668854,0.11517529934644699,0.056650709360837936
SP:13c18c73f9cb5a28bd19f88f43d2f0b7a2aa983f,0.08845259249210358,0.06621610373258591,-0.004455137997865677,0.26463380455970764,0.1657562106847763,0.04507335647940636
SP:13d9ea639b1787c541379d25df52c2090822165c,0.1104535236954689,0.02705467864871025,0.045280661433935165,0.007807351648807526,0.04869008809328079,0.1567685902118683
SP:13dac3b480cd0581adc50711ff42e5ca88912850,-0.01842799223959446,-0.019239557906985283,-0.03248313069343567,0.2193089872598648,0.2136375606060028,0.24784483015537262
SP:13f851b9cc0dd377a67efeac462805551f300be2,0.2681078612804413,0.20661211013793945,0.18228065967559814,0.2211839258670807,0.1996113806962967,0.10604570806026459
SP:143b3d34b949bc6dd139003b9c9d57996238c55e,0.15733683109283447,0.0869915634393692,0.08454379439353943,0.04179106652736664,0.09393437206745148,0.0167024414986372
SP:1442a14895d51d947b2fd2756aeaafd787aa5987,0.09748082607984543,0.1606660932302475,0.1925792247056961,0.04134290665388107,0.04681479558348656,0.21285954117774963
SP:1451c562101b4b3881b1a767cc1c72f7f8c3cb0d,0.05142568051815033,0.10031495243310928,0.23653799295425415,0.10385963320732117,0.06412255764007568,0.21263140439987183
SP:14bf7b9e43f66f048df5a657a7fdc4fb22ba6850,0.09312351047992706,0.11242310702800751,0.19483593106269836,0.06958844512701035,0.0587477870285511,0.13891024887561798
SP:14fc9c4897f9d5e2496b22bbd15a5aec08b4802d,0.10702431946992874,0.12429782748222351,0.1402875930070877,0.07942082732915878,0.0416526272892952,0.0633908063173294
SP:157ee60828688078849be938e0f3f9630d093005,0.12510691583156586,0.22541868686676025,0.16738994419574738,0.10565829277038574,0.13324801623821259,0.1701449602842331
SP:163da91b8828f91fbcaaed7198ed1415ca22df03,-0.13698694109916687,-0.020319879055023193,-0.04359325394034386,0.1661478728055954,0.13700035214424133,0.20189563930034637
SP:1642a5d14f04c414fc17eca26c6a44a30cca575b,0.29056859016418457,0.2768125832080841,0.24377958476543427,0.4692007303237915,0.31524649262428284,0.26612555980682373
SP:166a50a278ff3de53768fb4399cc533d7a948fe0,0.06295111775398254,0.27923423051834106,0.22124890983104706,-0.005153339356184006,0.06344907730817795,0.17426671087741852
SP:169d25f9a59319f1022a01877b48a8e90a4d7af3,0.16817855834960938,0.09221800416707993,0.05556473881006241,0.18048341572284698,0.18853940069675446,0.15021708607673645
SP:16e0d2970dcc7e5b51efc3d33b7eed10e10457a8,0.1257140040397644,-0.02632751874625683,0.19448134303092957,-0.10659734904766083,0.16394908726215363,-0.07564941048622131
SP:16e0e65d06ac6d8d799704c888d2ded52ea7f7df,0.15613432228565216,0.3138476312160492,0.29532426595687866,0.12018807977437973,0.1476450115442276,0.19841980934143066
SP:1700a9e3c3ea516d83f49cb5408070f2c245fcc1,0.11708802729845047,0.17138950526714325,0.08924791216850281,0.1543455570936203,0.048407912254333496,0.03598897159099579
SP:17061c03e2956c48fbb0b56daba1b3b3010d3aef,0.2116178274154663,0.1369297206401825,0.18113994598388672,0.2127610146999359,0.154277041554451,0.10723868757486343
SP:17782a55cb3f96ca19a178dfb54c5d0923424751,0.11801119148731232,-0.013817462138831615,0.04223393276333809,0.12380092591047287,0.2363317459821701,0.08859385550022125
SP:17aea38c6c121ea0eb15076c67eddb58e36cea55,0.08829967677593231,0.10397441685199738,0.13491034507751465,0.16725221276283264,0.20348380506038666,0.18195964395999908
SP:17c251f85bc1d35991f972f6fc4d2e402d2d2df9,0.21526670455932617,0.2110990285873413,0.1531953066587448,0.3027406632900238,0.23968255519866943,0.15898150205612183
SP:17eb6e3c7260377f7576782ece091d44bd72b9ec,0.13608495891094208,0.11595720052719116,0.16630962491035461,0.09933280944824219,0.05282561480998993,0.12639383971691132
SP:1880b91791683d30340ad5a1a2ad9135c45ea067,0.14527882635593414,0.13601502776145935,0.18003278970718384,0.2137887179851532,0.35411903262138367,0.23138006031513214
SP:18a1f39daee10ec0649427f27e2fd2d05bae67f0,0.0940290167927742,0.0452033206820488,0.09328808635473251,0.10146626085042953,0.21452011168003082,0.12264326214790344
SP:18f78b39d4014087420b92acdb84f34d91dc11d7,-0.04562322795391083,-0.07686075568199158,-0.12760977447032928,0.31519386172294617,0.22999531030654907,0.3610890507698059
SP:1a823236874340f4f2ec85e93a1942db1a099b11,0.181588813662529,0.1924976408481598,0.17346079647541046,0.22762736678123474,0.16313928365707397,0.0725320503115654
SP:1a9806b897efe37df369d36e119742becbaef37d,0.10780904442071915,0.059507790952920914,0.21947568655014038,0.05935240164399147,0.2036730945110321,0.16033059358596802
SP:1ad081f4072dc63ec581801e09e203875dde87ed,-0.06432139128446579,-0.0365423746407032,-0.071760393679142,0.12489891052246094,0.2451569139957428,0.13929343223571777
SP:1b752f6a0103f7f78d3ff640e820b17f0d2d11ce,0.1195739284157753,0.11166875064373016,0.1738990694284439,0.13603481650352478,0.131449356675148,0.15626287460327148
SP:1c02f79afdd7b89479c34b0416cfc07492cf85f9,0.21145395934581757,0.2670455276966095,0.33187335729599,0.12117905169725418,0.20955747365951538,0.3330613970756531
SP:1c0c31ebff02affb7f9bdaa20b17b147669190ce,0.12159154564142227,0.16267840564250946,0.21685275435447693,0.1276482790708542,0.14312312006950378,0.22096920013427734
SP:1c18119277bab10bdc1f2b1e1dcb23dd45387520,0.050931960344314575,0.14258384704589844,0.18484391272068024,0.17307549715042114,0.1796114593744278,0.23317836225032806
SP:1c8f98eeab50e982df3fdb17ba41e7e005765b1d,0.13777025043964386,0.18590445816516876,0.05865843594074249,0.246028870344162,0.006655690260231495,0.0072412327863276005
SP:1cc8be67965c031d72bfda0c3377bec79c8b42ae,0.19716855883598328,0.2157738357782364,0.17837858200073242,0.1965918391942978,0.12632744014263153,0.15074612200260162
SP:1ce0882cf8ac4e9714a29bf3ea1959d72f1089a6,0.02088635228574276,0.24941463768482208,0.24859212338924408,0.12452102452516556,0.14047017693519592,0.29602283239364624
SP:1cefec5bc62b64d7df27ef1c5d70096af1be47ff,0.134126678109169,0.10381372272968292,0.09460961818695068,0.2173563539981842,0.1870451718568802,0.11796668916940689
SP:1d3ae28dcd1f679033a9177a5903fda1944e7024,0.028321117162704468,-0.07659729570150375,-0.0734764039516449,0.21063780784606934,0.09281449764966965,0.21944424510002136
SP:1d5b33ccc252a7daeb057ea9bae46589a556c284,0.040351226925849915,0.09916894137859344,0.1714615523815155,-0.0004887761315330863,0.08479630947113037,0.2311151921749115
SP:1d74a0dd9946ac2715c8259a178e175786fc1c28,-0.041804488748311996,0.017606183886528015,-0.011775479651987553,0.15831191837787628,0.1518409252166748,0.18801459670066833
SP:1d7d497f3157744ca0a8a516d04b651b8a9c0c7e,0.23426716029644012,0.16803304851055145,0.24527309834957123,0.14617691934108734,0.15484562516212463,0.22372068464756012
SP:1d92b4021b5a9bf3c2372b63a637319a97af53e2,0.20284034311771393,0.1842830926179886,0.24336673319339752,0.38354235887527466,0.23617035150527954,0.16446399688720703
SP:1dff5f8767a955f6b952fca45b5b79e1c7efb3b5,-0.042925070971250534,-0.05789843201637268,-0.11262405663728714,0.22774285078048706,0.12267963588237762,0.1122959703207016
SP:1e1fcd93f3d5343dc7bc87d5a0aa5974b577a9ac,0.018465425819158554,0.07415836304426193,0.055258192121982574,0.12132349610328674,0.19993063807487488,0.23899318277835846
SP:1ead91a87e17e1771bde3b223cb5f94686cb45d6,0.17542967200279236,0.24047186970710754,0.29591333866119385,0.21122051775455475,0.16903038322925568,0.2773737609386444
SP:1ec817e5e9fb2b129bfde16213686650f8cda1e0,0.2569581866264343,0.15640908479690552,0.150250643491745,0.1974521428346634,0.18700668215751648,0.13166655600070953
SP:1f2557bac92907d1b6216ef3af3e30504484f1e4,0.10518116503953934,0.09661875665187836,0.160467267036438,-0.0019307364709675312,-0.02123810164630413,0.14951252937316895
SP:1f89d1e3e1fa6660203d060d1587f34b0dd7811f,0.14510753750801086,0.06842230260372162,0.1786762923002243,0.09302851557731628,0.19148123264312744,0.08755873888731003
SP:1fc14e4fee0eccde9be1adb5ddda640875f3dd26,0.1673659235239029,0.1061442419886589,0.09634646773338318,0.1506885588169098,0.20519663393497467,0.12304233759641647
SP:1fc2031b1bb2a0d817fc67404614b3bebb5398e8,0.2994799315929413,0.18382680416107178,0.26979243755340576,0.12729863822460175,0.13030581176280975,0.18883605301380157
SP:1fd30f14c6a94039f5908a5a980f5795afb0cddf,0.05967731028795242,0.21226412057876587,0.4615240693092346,-0.041602831333875656,0.017513655126094818,0.1654578000307083
SP:1fe46e4e0a6e695daeebc2786082630a39d839a7,0.21328581869602203,0.08740546554327011,0.1280544102191925,0.12660080194473267,0.18904583156108856,0.15427350997924805
SP:1ff0216366936a6e3113a987b307e28ef04bbd44,0.09733179211616516,0.09810204058885574,0.092253677546978,0.13587059080600739,0.14206857979297638,0.14455166459083557
SP:206b97aec56ae93fe6596c32d23b8fcb01998e97,-0.034038104116916656,-0.001978766405954957,-0.07176392525434494,0.31242650747299194,0.1629641205072403,0.1384776383638382
SP:207c34918396aa7e34101ef6d7c381773c5358b1,0.20335419476032257,0.19586575031280518,0.21278150379657745,0.2079438865184784,0.2656424343585968,0.2076408714056015
SP:20ce1ffae7074c08947894b1f1883fcd1b6b13d2,0.0740128606557846,0.11986316740512848,0.08880363404750824,0.13185054063796997,0.12326235324144363,0.056055281311273575
SP:20d9bf47633e596d6aa9ac4894bae24a495e0d95,0.21736553311347961,0.2547329068183899,0.2140716016292572,0.20540288090705872,0.2538242042064667,0.10483012348413467
SP:20e38efdb3d352b8240e8a103a95bda5f6fa19da,0.19270741939544678,0.2762754261493683,0.2918897867202759,0.04612789675593376,0.11346634477376938,0.2595525085926056
SP:211ca69b10198e0cd3986c7f357285befa4e9fe3,0.09470956027507782,0.13342776894569397,0.09603922069072723,0.20644012093544006,0.2047809660434723,0.18319852650165558
SP:212a00d35ca64b949d6f756eb1bfc7d2d2a379ff,0.3279024064540863,0.2488216757774353,0.16973282396793365,0.23900306224822998,0.30444997549057007,0.26463696360588074
SP:217651f7240749a7f782d8ad774c4c456b7b4f32,0.2862289547920227,0.2305423617362976,0.27210742235183716,0.12509632110595703,0.24642159044742584,0.19312767684459686
SP:2188c1f4763015148fe55a2313b70038d46cec24,-0.11563052237033844,0.0591648705303669,0.002387374872341752,0.021741710603237152,0.05092489719390869,0.07793225347995758
SP:218c8824ba95b728daf9d047571123708cd4404b,-0.069365955889225,-0.009290984831750393,-0.11175280809402466,0.09175819158554077,0.003846287028864026,0.1415395438671112
SP:219637f6604b208b375b93ff0f15f4f61a76e89c,0.2104244977235794,0.14078837633132935,0.12333934754133224,0.17379841208457947,0.2188989669084549,0.19813622534275055
SP:21a03ab7537d26ac11e09a7db449c0d223f235c9,0.2703309953212738,0.2596958875656128,0.07090821117162704,0.2285187542438507,0.0839596688747406,0.019613202661275864
SP:21dbe4d9e8e7a956a61728e893dbc61429b59669,-0.018494386225938797,0.16114604473114014,0.10813289880752563,-0.05241488665342331,-0.030844813212752342,0.12467817962169647
SP:21f02403d706919974df3d49952bc98bc32d2a88,-0.012856154702603817,0.16944251954555511,0.09320509433746338,0.02338779717683792,-0.020659975707530975,0.10284111648797989
SP:222c6654e8f2b4461eda7d3fd74a2cdf4d3e94c3,0.030563343316316605,0.08451201021671295,0.16593526303768158,-0.0037933127023279667,0.008123431354761124,0.08326499909162521
SP:2236133166c5eff1348d91030200b7749a69334a,0.10171347111463547,0.14111962914466858,0.1979508101940155,0.05695372447371483,0.16223765909671783,0.06994408369064331
SP:2349c5d44697313f66dda84628e2695c15e9c76c,0.2279914766550064,0.23560035228729248,0.08409033715724945,0.31924039125442505,0.16721759736537933,0.1794687807559967
SP:23778834180fe13711c894b9ba8034a0e7248b01,0.2556377053260803,0.20075562596321106,0.318670392036438,0.3239137828350067,0.28546857833862305,0.25159576535224915
SP:2378430a7f9df6f12616582052a5e6a6ce9d18ed,0.1846899390220642,0.22124537825584412,0.26960596442222595,0.1807800829410553,0.13702966272830963,0.14320294559001923
