,no. summaries,min,mean,max
0,2,11.149825783972119,32.45897432384717,78.08988764044943
1,3,7.69230769230769,32.27221361478484,75.75757575757575
2,4,7.07070707070707,32.53503969947096,61.24999999999999
3,5,13.20754716981132,31.50734825654403,82.68156424581005
4,6,15.131578947368421,33.28549453478916,100.0
5,7,12.06030150753769,30.436160928067363,62.66666666666667
