,no. summaries,min,mean,max
0,2,0.0,6.790161230817453,71.1864406779661
1,3,0.0,7.252205185743958,61.53846153846154
2,4,0.0,7.422089162965019,45.83333333333333
3,5,0.0,6.621529876435426,82.48587570621469
4,6,0.0,7.899136446848019,100.0
5,7,0.0,5.909239162077733,51.35135135135135
